fold,test_accuracy,test_precision,test_recall,test_f_1,test_FPR,test_FNR,test_auc,test_auc_pr,test_prevalence,test_auc_pr_lift,test_p_at_k,test_r_at_k
1,0.873015873015873,0.6666666666666666,0.5454545454545454,0.6,0.057692307692307696,0.45454545454545453,0.6774475524475524,0.43964334626905927,0.1746031746031746,2.517957346813703,0.5454545454545454,0.5454545454545454
2,0.8412698412698413,0.5714285714285714,0.36363636363636365,0.4444444444444444,0.057692307692307696,0.6363636363636364,0.7045454545454545,0.40370150980395125,0.1746031746031746,2.3121086470589938,0.36363636363636365,0.36363636363636365
3,0.8412698412698413,0.6,0.2727272727272727,0.375,0.038461538461538464,0.7272727272727273,0.7412587412587412,0.4366149176494004,0.1746031746031746,2.5006127101738387,0.36363636363636365,0.36363636363636365
4,0.9354838709677419,0.875,0.7,0.7777777777777778,0.019230769230769232,0.3,0.8442307692307693,0.7697354748350953,0.16129032258064516,4.772359943977591,0.7,0.7
5,0.9032258064516129,0.8333333333333334,0.5,0.625,0.019230769230769232,0.5,0.773076923076923,0.5857804838182412,0.16129032258064516,3.6318389996730955,0.5,0.5
6,0.9016393442622951,0.8333333333333334,0.5,0.625,0.0196078431372549,0.5,0.7980392156862746,0.6094622044622044,0.16393442622950818,3.7177194472194475,0.5,0.5
7,0.9180327868852459,1.0,0.5,0.6666666666666666,0.0,0.5,0.7843137254901961,0.6426162497901627,0.16393442622950818,3.919959123719993,0.5,0.5
8,0.9016393442622951,0.75,0.6,0.6666666666666666,0.0392156862745098,0.4,0.8647058823529411,0.6525415282392026,0.16393442622950818,3.9805033222591364,0.6,0.6
9,0.819672131147541,0.4,0.2,0.26666666666666666,0.058823529411764705,0.8,0.5745098039215687,0.2543699383899021,0.16393442622950818,1.5516566241784027,0.2,0.2
10,0.8688524590163934,0.625,0.5,0.5555555555555556,0.058823529411764705,0.5,0.8098039215686275,0.5009752502399561,0.16393442622950818,3.0559490264637326,0.5,0.5
