fold,test_accuracy,test_precision,test_recall,test_f_1,test_FPR,test_FNR,test_auc,test_auc_pr,test_prevalence,test_auc_pr_lift,test_p_at_k,test_r_at_k
1,0.9041095890410958,0.8333333333333334,0.45454545454545453,0.5882352941176471,0.016129032258064516,0.5454545454545454,0.7258064516129032,0.46891828459562146,0.1506849315068493,3.1119122523163973,0.45454545454545453,0.45454545454545453
2,0.8356164383561644,0.4,0.18181818181818182,0.25,0.04838709677419355,0.8181818181818182,0.47873900293255134,0.19464132285944855,0.1506849315068493,1.2917105971581586,0.18181818181818182,0.18181818181818182
3,0.7808219178082192,0.2727272727272727,0.2727272727272727,0.2727272727272727,0.12903225806451613,0.7272727272727273,0.6041055718475073,0.25957652040777823,0.1506849315068493,1.7226441808879829,0.2727272727272727,0.2727272727272727
4,0.9166666666666666,0.7,0.7,0.7,0.04838709677419355,0.3,0.8370967741935484,0.7406110532929377,0.1388888888888889,5.332399583709152,0.7,0.7
5,0.8611111111111112,0.5,0.3,0.375,0.04838709677419355,0.7,0.6516129032258065,0.42467394741120457,0.1388888888888889,3.0576524213606726,0.3,0.3
6,0.8611111111111112,0.5,0.4,0.4444444444444444,0.06451612903225806,0.6,0.85,0.5314962425488741,0.1388888888888889,3.826772946351893,0.5,0.5
7,0.9027777777777778,0.8,0.4,0.5333333333333333,0.016129032258064516,0.6,0.6064516129032258,0.45144896166635295,0.1388888888888889,3.250432523997741,0.5,0.5
8,0.9166666666666666,0.8333333333333334,0.5,0.625,0.016129032258064516,0.5,0.7596774193548387,0.6403097798259089,0.1388888888888889,4.610230414746543,0.5,0.5
9,0.8309859154929577,0.3333333333333333,0.2,0.25,0.06557377049180328,0.8,0.45737704918032784,0.1854347466461804,0.14084507042253522,1.3165867011878807,0.2,0.2
10,0.8873239436619719,0.6666666666666666,0.4,0.5,0.03278688524590164,0.6,0.860655737704918,0.5452067615566099,0.14084507042253522,3.8709680070519297,0.4,0.4
