fold,test_accuracy,test_precision,test_recall,test_f_1,test_FPR,test_FNR,test_auc,test_auc_pr,test_prevalence,test_auc_pr_lift,test_p_at_k,test_r_at_k
1,0.84375,0.8,0.7272727272727273,0.7619047619047619,0.09523809523809523,0.2727272727272727,0.8528138528138529,0.8256685851651526,0.34375,2.4019449750258985,0.7272727272727273,0.7272727272727273
2,0.71875,0.5833333333333334,0.6363636363636364,0.6086956521739131,0.23809523809523808,0.36363636363636365,0.7077922077922079,0.5244893839213616,0.34375,1.5257872986803245,0.5454545454545454,0.5454545454545454
3,0.65625,0.5,0.45454545454545453,0.47619047619047616,0.23809523809523808,0.5454545454545454,0.6666666666666666,0.4962351476458059,0.34375,1.4435931567877989,0.5454545454545454,0.5454545454545454
4,0.9354838709677419,0.9,0.9,0.9,0.047619047619047616,0.1,0.9761904761904762,0.9430122655122654,0.3225806451612903,2.923338023088023,0.9,0.9
5,0.8064516129032258,1.0,0.4,0.5714285714285714,0.0,0.6,0.7619047619047619,0.7372619047619047,0.3225806451612903,2.2855119047619046,0.7,0.7
6,0.8709677419354839,0.875,0.7,0.7777777777777778,0.047619047619047616,0.3,0.9333333333333333,0.8911796536796536,0.3225806451612903,2.762656926406926,0.7,0.7
7,0.7,0.5454545454545454,0.6,0.5714285714285714,0.25,0.4,0.71,0.5469793169793169,0.3333333333333333,1.6409379509379507,0.5,0.5
8,0.8666666666666667,0.875,0.7,0.7777777777777778,0.05,0.3,0.9100000000000001,0.8441791979949874,0.3333333333333333,2.5325375939849626,0.8,0.8
9,0.7666666666666667,1.0,0.3,0.46153846153846156,0.0,0.7,0.6,0.5678106806986117,0.3333333333333333,1.7034320420958353,0.3,0.3
10,0.8,0.7,0.7,0.7,0.15,0.3,0.8599999999999999,0.7382051282051281,0.3333333333333333,2.214615384615384,0.7,0.7
