fold,test_accuracy,test_precision,test_recall,test_f_1,test_FPR,test_FNR,test_auc,test_auc_pr,test_prevalence,test_auc_pr_lift,test_p_at_k,test_r_at_k
1,0.8617021276595744,0.4166666666666667,0.45454545454545453,0.43478260869565216,0.08433734939759036,0.5454545454545454,0.7311062431544358,0.3443607724703347,0.11702127659574468,2.94271932838286,0.45454545454545453,0.45454545454545453
2,0.8723404255319149,0.4,0.18181818181818182,0.25,0.03614457831325301,0.8181818181818182,0.5848849945235488,0.2439701175677965,0.11702127659574468,2.084835550124806,0.36363636363636365,0.36363636363636365
3,0.851063829787234,0.36363636363636365,0.36363636363636365,0.36363636363636365,0.08433734939759036,0.6363636363636364,0.6659364731653888,0.2540656281178525,0.11702127659574468,2.171106276643467,0.36363636363636365,0.36363636363636365
4,0.9032258064516129,0.5555555555555556,0.5,0.5263157894736842,0.04819277108433735,0.5,0.8301204819277109,0.4111741512590409,0.10752688172043011,3.8239196067090804,0.6,0.6
5,0.9130434782608695,0.6666666666666666,0.4,0.5,0.024390243902439025,0.6,0.698780487804878,0.3411204621105737,0.10869565217391304,3.138308251417278,0.4,0.4
6,0.8913043478260869,0.5,0.3,0.375,0.036585365853658534,0.7,0.6292682926829268,0.28533744438669195,0.10869565217391304,2.625104488357566,0.3,0.3
7,0.8695652173913043,0.4,0.4,0.4,0.07317073170731707,0.6,0.5121951219512195,0.19931606140433997,0.10869565217391304,1.8337077649199278,0.4,0.4
8,0.8913043478260869,0.5,0.6,0.5454545454545454,0.07317073170731707,0.4,0.7646341463414633,0.6010552751189211,0.10869565217391304,5.529708531094074,0.5,0.5
9,0.8913043478260869,0.5,0.1,0.16666666666666666,0.012195121951219513,0.9,0.6012195121951219,0.2998650833170957,0.10869565217391304,2.7587587665172806,0.3,0.3
10,0.9130434782608695,0.75,0.3,0.42857142857142855,0.012195121951219513,0.7,0.8841463414634146,0.4891830065359477,0.10869565217391304,4.500483660130719,0.4,0.4
