fold,test_accuracy,test_precision,test_recall,test_f_1,test_FPR,test_FNR,test_auc,test_auc_pr,test_prevalence,test_auc_pr_lift,test_p_at_k,test_r_at_k
1,0.8829787234042553,0.5,0.18181818181818182,0.26666666666666666,0.024096385542168676,0.8181818181818182,0.6254107338444688,0.24457123115179794,0.11702127659574468,2.089972338933546,0.2727272727272727,0.2727272727272727
2,0.8936170212765957,0.6,0.2727272727272727,0.375,0.024096385542168676,0.7272727272727273,0.6730558598028478,0.3764811151857459,0.11702127659574468,3.2172022570418286,0.5454545454545454,0.5454545454545454
3,0.8723404255319149,0.4,0.18181818181818182,0.25,0.03614457831325301,0.8181818181818182,0.6363636363636364,0.25139305491798347,0.11702127659574468,2.148267923844586,0.2727272727272727,0.2727272727272727
4,0.946236559139785,1.0,0.5,0.6666666666666666,0.0,0.5,0.7421686746987951,0.595687747035573,0.10752688172043011,5.539896047430829,0.5,0.5
5,0.9130434782608695,0.75,0.3,0.42857142857142855,0.012195121951219513,0.7,0.6951219512195123,0.42165835410727703,0.10869565217391304,3.879256857786949,0.4,0.4
6,0.8695652173913043,0.375,0.3,0.3333333333333333,0.06097560975609756,0.7,0.6073170731707317,0.24410753519166656,0.10869565217391304,2.2457893237633324,0.3,0.3
7,0.8804347826086957,0.4444444444444444,0.4,0.42105263157894735,0.06097560975609756,0.6,0.6158536585365854,0.22989123645840062,0.10869565217391304,2.1149993754172858,0.4,0.4
8,0.9239130434782609,0.8,0.4,0.5333333333333333,0.012195121951219513,0.6,0.7975609756097563,0.5366947738691437,0.10869565217391304,4.937591919596122,0.4,0.4
9,0.9130434782608695,0.75,0.3,0.42857142857142855,0.012195121951219513,0.7,0.6987804878048781,0.36232918466713454,0.10869565217391304,3.333428498937638,0.4,0.4
10,0.9130434782608695,1.0,0.2,0.3333333333333333,0.0,0.8,0.7597560975609756,0.443782720874486,0.10869565217391304,4.082801032045271,0.4,0.4
