fold,test_accuracy,test_precision,test_recall,test_f_1,test_FPR,test_FNR,test_auc,test_auc_pr,test_prevalence,test_auc_pr_lift,test_p_at_k,test_r_at_k
1,0.8809523809523809,0.6,0.2727272727272727,0.375,0.0273972602739726,0.7272727272727273,0.5541718555417185,0.2942111012042533,0.13095238095238096,2.2467029546506616,0.36363636363636365,0.36363636363636365
2,0.8674698795180723,0.5,0.36363636363636365,0.42105263157894735,0.05555555555555555,0.6363636363636364,0.6780303030303031,0.3776050968878969,0.13253012048192772,2.8492020946995855,0.36363636363636365,0.36363636363636365
3,0.8313253012048193,0.36363636363636365,0.36363636363636365,0.36363636363636365,0.09722222222222222,0.6363636363636364,0.7190656565656566,0.31848257822725123,0.13253012048192772,2.4030958175328956,0.36363636363636365,0.36363636363636365
4,0.926829268292683,0.8333333333333334,0.5,0.625,0.013888888888888888,0.5,0.8430555555555557,0.668782423538521,0.12195121951219512,5.484015873015872,0.6,0.6
5,0.926829268292683,1.0,0.4,0.5714285714285714,0.0,0.6,0.8916666666666667,0.7255411255411255,0.12195121951219512,5.949437229437229,0.6,0.6
6,0.8780487804878049,0.5,0.5,0.5,0.06944444444444445,0.5,0.7847222222222223,0.4879113479113479,0.12195121951219512,4.000873052873053,0.5,0.5
7,0.9146341463414634,0.7142857142857143,0.5,0.5882352941176471,0.027777777777777776,0.5,0.675,0.40385824252269215,0.12195121951219512,3.3116375886860756,0.5,0.5
8,0.926829268292683,0.8333333333333334,0.5,0.625,0.013888888888888888,0.5,0.8472222222222222,0.6383389074693422,0.12195121951219512,5.234379041248606,0.6,0.6
9,0.9146341463414634,1.0,0.3,0.46153846153846156,0.0,0.7,0.7041666666666666,0.4818667323015149,0.12195121951219512,3.951307204872422,0.4,0.4
10,0.9024390243902439,0.625,0.5,0.5555555555555556,0.041666666666666664,0.5,0.7604166666666666,0.4012181568431568,0.12195121951219512,3.289988886113886,0.5,0.5
