fold,test_accuracy,test_precision,test_recall,test_f_1,test_FPR,test_FNR,test_auc,test_auc_pr,test_prevalence,test_auc_pr_lift,test_p_at_k,test_r_at_k
1,0.8493150684931506,0.5,0.5454545454545454,0.5217391304347826,0.0967741935483871,0.45454545454545453,0.6378299120234604,0.34082254702329284,0.1506849315068493,2.2618223575182164,0.5454545454545454,0.5454545454545454
2,0.8493150684931506,0.5,0.2727272727272727,0.35294117647058826,0.04838709677419355,0.7272727272727273,0.6480938416422288,0.30736575626679896,0.1506849315068493,2.039790927952393,0.45454545454545453,0.45454545454545453
3,0.8493150684931506,0.5,0.36363636363636365,0.42105263157894735,0.06451612903225806,0.6363636363636364,0.6539589442815249,0.31479308168682185,0.1506849315068493,2.0890813602852725,0.36363636363636365,0.36363636363636365
4,0.8611111111111112,0.5,0.4,0.4444444444444444,0.06451612903225806,0.6,0.7524193548387097,0.4593930905695611,0.1388888888888889,3.30763025210084,0.5,0.5
5,0.875,0.6,0.3,0.4,0.03225806451612903,0.7,0.6903225806451613,0.4302112423916935,0.1388888888888889,3.097520945220193,0.5,0.5
6,0.8611111111111112,0.5,0.5,0.5,0.08064516129032258,0.5,0.6725806451612903,0.3292064793130367,0.1388888888888889,2.3702866510538643,0.5,0.5
7,0.8611111111111112,0.5,0.5,0.5,0.08064516129032258,0.5,0.735483870967742,0.3970156203949307,0.1388888888888889,2.858512466843501,0.5,0.5
8,0.8888888888888888,0.6666666666666666,0.4,0.5,0.03225806451612903,0.6,0.7387096774193549,0.5028163632698737,0.1388888888888889,3.62027781554309,0.4,0.4
9,0.8591549295774648,0.5,0.2,0.2857142857142857,0.03278688524590164,0.8,0.6311475409836066,0.3085229850060332,0.14084507042253522,2.1905131935428357,0.4,0.4
10,0.9014084507042254,0.8,0.4,0.5333333333333333,0.01639344262295082,0.6,0.8262295081967213,0.6164089599763183,0.14084507042253522,4.37650361583186,0.4,0.4
