fold,test_accuracy,test_precision,test_recall,test_f_1,test_FPR,test_FNR,test_auc,test_auc_pr,test_prevalence,test_auc_pr_lift,test_p_at_k,test_r_at_k
1,0.7272727272727273,0.7777777777777778,0.6363636363636364,0.7,0.18181818181818182,0.36363636363636365,0.6776859504132231,0.6659148885014351,0.5,1.3318297770028702,0.7272727272727273,0.7272727272727273
2,0.6818181818181818,0.75,0.5454545454545454,0.631578947368421,0.18181818181818182,0.45454545454545453,0.6198347107438017,0.6440748200106489,0.5,1.2881496400212977,0.6363636363636364,0.6363636363636364
3,0.7727272727272727,0.875,0.6363636363636364,0.7368421052631579,0.09090909090909091,0.36363636363636365,0.8264462809917356,0.8469992129083039,0.5,1.6939984258166079,0.8181818181818182,0.8181818181818182
4,0.8,0.7142857142857143,1.0,0.8333333333333334,0.4,0.0,0.76,0.7734623709623709,0.5,1.5469247419247418,0.6,0.6
5,0.85,1.0,0.7,0.8235294117647058,0.0,0.3,0.79,0.868406862745098,0.5,1.736813725490196,0.7,0.7
6,0.8,0.875,0.7,0.7777777777777778,0.1,0.3,0.8400000000000001,0.8646019176901529,0.5,1.7292038353803059,0.8,0.8
7,0.85,1.0,0.7,0.8235294117647058,0.0,0.3,0.8600000000000001,0.9076315789473685,0.5,1.815263157894737,0.8,0.8
8,0.9,0.9,0.9,0.9,0.1,0.1,0.875,0.778531746031746,0.5,1.557063492063492,0.9,0.9
9,0.8,1.0,0.6,0.75,0.0,0.4,0.78,0.8631684491978611,0.5,1.7263368983957221,0.7,0.7
10,0.95,1.0,0.9,0.9473684210526315,0.0,0.1,1.0,0.9999999999999999,0.5,1.9999999999999998,1.0,1.0
