fold,test_accuracy,test_precision,test_recall,test_f_1,test_FPR,test_FNR,test_auc,test_auc_pr,test_prevalence,test_auc_pr_lift,test_p_at_k,test_r_at_k
1,0.8936170212765957,0.5714285714285714,0.36363636363636365,0.4444444444444444,0.03614457831325301,0.6363636363636364,0.56078860898138,0.39236037642959465,0.11702127659574468,3.352897762216536,0.36363636363636365,0.36363636363636365
2,0.8829787234042553,0.5,0.2727272727272727,0.35294117647058826,0.03614457831325301,0.7272727272727273,0.6582694414019715,0.3154303794412456,0.11702127659574468,2.695495969770644,0.36363636363636365,0.36363636363636365
3,0.851063829787234,0.3333333333333333,0.2727272727272727,0.3,0.07228915662650602,0.7272727272727273,0.6867469879518073,0.38422855495594055,0.11702127659574468,3.283407651441674,0.2727272727272727,0.2727272727272727
4,0.9139784946236559,0.6666666666666666,0.4,0.5,0.024096385542168676,0.6,0.7572289156626507,0.4390428743398035,0.10752688172043011,4.083098731360172,0.4,0.4
5,0.8804347826086957,0.42857142857142855,0.3,0.35294117647058826,0.04878048780487805,0.7,0.6353658536585367,0.29712866320326836,0.10869565217391304,2.733583701470069,0.3,0.3
6,0.8913043478260869,0.5,0.3,0.375,0.036585365853658534,0.7,0.7134146341463414,0.35219980890029506,0.10869565217391304,3.2402382418827145,0.4,0.4
7,0.9239130434782609,0.7142857142857143,0.5,0.5882352941176471,0.024390243902439025,0.5,0.7024390243902439,0.45525855849131713,0.10869565217391304,4.188378738120118,0.5,0.5
8,0.9130434782608695,0.5833333333333334,0.7,0.6363636363636364,0.06097560975609756,0.3,0.8146341463414635,0.5325697109323658,0.10869565217391304,4.899641340577766,0.6,0.6
9,0.8804347826086957,0.0,0.0,0.0,0.012195121951219513,1.0,0.6536585365853659,0.3781857419936719,0.10869565217391304,3.4793088263417813,0.5,0.5
10,0.9239130434782609,0.8,0.4,0.5333333333333333,0.012195121951219513,0.6,0.8914634146341464,0.5831635610766045,0.10869565217391304,5.365104761904761,0.4,0.4
