fold,test_accuracy,test_precision,test_recall,test_f_1,test_FPR,test_FNR,test_auc,test_auc_pr,test_prevalence,test_auc_pr_lift,test_p_at_k,test_r_at_k
1,0.875,0.3333333333333333,0.18181818181818182,0.23529411764705882,0.043010752688172046,0.8181818181818182,0.592375366568915,0.20967472914734578,0.10576923076923077,1.9823792573930874,0.36363636363636365,0.36363636363636365
2,0.875,0.3333333333333333,0.18181818181818182,0.23529411764705882,0.043010752688172046,0.8181818181818182,0.6270772238514174,0.19139654620508317,0.10576923076923077,1.8095673459389683,0.18181818181818182,0.18181818181818182
3,0.8846153846153846,0.3333333333333333,0.09090909090909091,0.14285714285714285,0.021505376344086023,0.9090909090909091,0.5498533724340177,0.16357583670644343,0.10576923076923077,1.5465351834063743,0.18181818181818182,0.18181818181818182
4,0.8932038834951457,0.45454545454545453,0.5,0.47619047619047616,0.06451612903225806,0.5,0.7666666666666667,0.3275997368644427,0.0970873786407767,3.37427728970376,0.4,0.4
5,0.9029126213592233,0.5,0.3,0.375,0.03225806451612903,0.7,0.8311827956989246,0.47401233641458784,0.0970873786407767,4.882327065070255,0.3,0.3
6,0.9029126213592233,0.5,0.3,0.375,0.03225806451612903,0.7,0.6827956989247312,0.3463230428743277,0.0970873786407767,3.567127341605575,0.4,0.4
7,0.9223300970873787,0.6666666666666666,0.4,0.5,0.021505376344086023,0.6,0.7956989247311828,0.4301999715238193,0.0970873786407767,4.431059706695339,0.4,0.4
8,0.9313725490196079,0.8,0.4,0.5333333333333333,0.010869565217391304,0.6,0.8271739130434783,0.537000557198577,0.09803921568627451,5.477405683425485,0.4,0.4
9,0.9313725490196079,1.0,0.3,0.46153846153846156,0.0,0.7,0.808695652173913,0.6455865525594441,0.09803921568627451,6.58498283610633,0.6,0.6
10,0.9313725490196079,1.0,0.3,0.46153846153846156,0.0,0.7,0.8858695652173914,0.6363459058671824,0.09803921568627451,6.490728239845261,0.6,0.6
