fold,test_accuracy,test_precision,test_recall,test_f_1,test_FPR,test_FNR,test_auc,test_auc_pr,test_prevalence,test_auc_pr_lift,test_p_at_k,test_r_at_k
1,0.8571428571428571,0.8571428571428571,0.5454545454545454,0.6666666666666666,0.03225806451612903,0.45454545454545453,0.7727272727272727,0.5865158056545616,0.2619047619047619,2.239423985226508,0.5454545454545454,0.5454545454545454
2,0.7142857142857143,0.4444444444444444,0.36363636363636365,0.4,0.16129032258064516,0.6363636363636364,0.5439882697947214,0.3772911869801822,0.2619047619047619,1.4405663502879684,0.36363636363636365,0.36363636363636365
3,0.8095238095238095,0.8,0.36363636363636365,0.5,0.03225806451612903,0.6363636363636364,0.6715542521994136,0.5821814201124547,0.2619047619047619,2.2228745131566447,0.5454545454545454,0.5454545454545454
4,0.8292682926829268,0.6666666666666666,0.6,0.631578947368421,0.0967741935483871,0.4,0.832258064516129,0.6839923526765631,0.24390243902439024,2.804368645973909,0.6,0.6
5,0.7804878048780488,0.5714285714285714,0.4,0.47058823529411764,0.0967741935483871,0.6,0.6419354838709677,0.4968122262777321,0.24390243902439024,2.0369301277387017,0.4,0.4
6,0.7804878048780488,0.6666666666666666,0.2,0.3076923076923077,0.03225806451612903,0.8,0.6774193548387097,0.5369904770026721,0.24390243902439024,2.2016609557109557,0.5,0.5
7,0.8292682926829268,0.8,0.4,0.5333333333333333,0.03225806451612903,0.6,0.8451612903225807,0.7019827586206896,0.24390243902439024,2.8781293103448276,0.6,0.6
8,0.8292682926829268,0.7142857142857143,0.5,0.5882352941176471,0.06451612903225806,0.5,0.7209677419354839,0.524248172406067,0.24390243902439024,2.1494175068648746,0.5,0.5
9,0.7073170731707317,0.4166666666666667,0.5,0.45454545454545453,0.22580645161290322,0.5,0.6483870967741936,0.33700175392950327,0.24390243902439024,1.3817071911109635,0.3,0.3
10,0.825,0.6666666666666666,0.6,0.631578947368421,0.1,0.4,0.7966666666666666,0.6201485330974494,0.25,2.4805941323897978,0.6,0.6
