fold,test_accuracy,test_precision,test_recall,test_f_1,test_FPR,test_FNR,test_auc,test_auc_pr,test_prevalence,test_auc_pr_lift,test_p_at_k,test_r_at_k
1,0.9035087719298246,0.5,0.2727272727272727,0.35294117647058826,0.02912621359223301,0.7272727272727273,0.7299205648720212,0.32163048931036237,0.09649122807017543,3.3332614346710283,0.45454545454545453,0.45454545454545453
2,0.9035087719298246,0.5,0.18181818181818182,0.26666666666666666,0.019417475728155338,0.8181818181818182,0.5622241835834069,0.17038718826111393,0.09649122807017543,1.7658308601606354,0.18181818181818182,0.18181818181818182
3,0.9122807017543859,1.0,0.09090909090909091,0.16666666666666666,0.0,0.9090909090909091,0.5666372462488968,0.2507276578074817,0.09649122807017543,2.5984502718229923,0.2727272727272727,0.2727272727272727
4,0.9557522123893806,1.0,0.5,0.6666666666666666,0.0,0.5,0.8407766990291262,0.6468707482993197,0.08849557522123894,7.309639455782312,0.6,0.6
5,0.911504424778761,0.5,0.2,0.2857142857142857,0.019417475728155338,0.8,0.8407766990291261,0.3545561875195742,0.08849557522123894,4.006484918971188,0.3,0.3
6,0.9380530973451328,0.8,0.4,0.5333333333333333,0.009708737864077669,0.6,0.6223300970873786,0.4624832878609221,0.08849557522123894,5.22606115282842,0.4,0.4
7,0.911504424778761,0.5,0.4,0.4444444444444444,0.038834951456310676,0.6,0.6631067961165049,0.2744285532992679,0.08849557522123894,3.1010426522817274,0.4,0.4
8,0.9292035398230089,0.6,0.6,0.6,0.038834951456310676,0.4,0.770873786407767,0.5913495127909286,0.08849557522123894,6.682249494537493,0.6,0.6
9,0.8672566371681416,0.2222222222222222,0.2,0.21052631578947367,0.06796116504854369,0.8,0.6097087378640778,0.2557744672276829,0.08849557522123894,2.8902514796728167,0.2,0.2
10,0.9292035398230089,0.6666666666666666,0.4,0.5,0.019417475728155338,0.6,0.8951456310679612,0.6159587266816182,0.08849557522123894,6.960333611502286,0.6,0.6
