fold,test_accuracy,test_precision,test_recall,test_f_1,test_FPR,test_FNR,test_auc,test_auc_pr,test_prevalence,test_auc_pr_lift,test_p_at_k,test_r_at_k
1,0.8829787234042553,0.5,0.2727272727272727,0.35294117647058826,0.03614457831325301,0.7272727272727273,0.5848849945235487,0.23709615880462276,0.11702127659574468,2.026094447966776,0.36363636363636365,0.36363636363636365
2,0.8829787234042553,0.5,0.18181818181818182,0.26666666666666666,0.024096385542168676,0.8181818181818182,0.6111719605695509,0.29004702107344693,0.11702127659574468,2.4785836346276375,0.2727272727272727,0.2727272727272727
3,0.8829787234042553,0.5,0.2727272727272727,0.35294117647058826,0.03614457831325301,0.7272727272727273,0.6199342825848849,0.2559903731289128,0.11702127659574468,2.187554097647073,0.36363636363636365,0.36363636363636365
4,0.9354838709677419,0.75,0.6,0.6666666666666666,0.024096385542168676,0.4,0.8819277108433735,0.7726879751073299,0.10752688172043011,7.185998168498168,0.7,0.7
5,0.9239130434782609,1.0,0.3,0.46153846153846156,0.0,0.7,0.7426829268292683,0.47981201623377495,0.10869565217391304,4.4142705493507295,0.4,0.4
6,0.9130434782608695,0.75,0.3,0.42857142857142855,0.012195121951219513,0.7,0.6951219512195121,0.3710247007477795,0.10869565217391304,3.4134272468795714,0.3,0.3
7,0.9130434782608695,1.0,0.2,0.3333333333333333,0.0,0.8,0.5926829268292683,0.3404198031716592,0.10869565217391304,3.1318621891792646,0.2,0.2
8,0.9347826086956522,0.75,0.6,0.6666666666666666,0.024390243902439025,0.4,0.8786585365853659,0.5950224826772814,0.10869565217391304,5.474206840630989,0.7,0.7
9,0.9130434782608695,0.75,0.3,0.42857142857142855,0.012195121951219513,0.7,0.7158536585365854,0.35999187724561105,0.10869565217391304,3.311925270659622,0.3,0.3
10,0.8586956521739131,0.3333333333333333,0.3,0.3157894736842105,0.07317073170731707,0.7,0.6865853658536586,0.22739321025054632,0.10869565217391304,2.0920175343050262,0.3,0.3
