fold,test_accuracy,test_precision,test_recall,test_f_1,test_FPR,test_FNR,test_auc,test_auc_pr,test_prevalence,test_auc_pr_lift,test_p_at_k,test_r_at_k
1,0.8723404255319149,0.42857142857142855,0.2727272727272727,0.3333333333333333,0.04819277108433735,0.7272727272727273,0.7097480832420592,0.28620268579156005,0.11702127659574468,2.445732042218786,0.45454545454545453,0.45454545454545453
2,0.9042553191489362,1.0,0.18181818181818182,0.3076923076923077,0.0,0.8181818181818182,0.6845564074479737,0.34835114633377895,0.11702127659574468,2.9768188868522927,0.18181818181818182,0.18181818181818182
3,0.8829787234042553,0.5,0.2727272727272727,0.35294117647058826,0.03614457831325301,0.7272727272727273,0.6911281489594743,0.35556245649646023,0.11702127659574468,3.03844281006066,0.36363636363636365,0.36363636363636365
4,0.9247311827956989,0.6666666666666666,0.6,0.631578947368421,0.03614457831325301,0.4,0.791566265060241,0.5418323996265172,0.10752688172043011,5.0390413165266095,0.6,0.6
5,0.9347826086956522,0.8333333333333334,0.5,0.625,0.012195121951219513,0.5,0.8926829268292683,0.6336168561522335,0.10869565217391304,5.829275076600548,0.6,0.6
6,0.9130434782608695,0.6666666666666666,0.4,0.5,0.024390243902439025,0.6,0.775609756097561,0.4689099819459639,0.10869565217391304,4.313971833902868,0.4,0.4
7,0.9347826086956522,1.0,0.4,0.5714285714285714,0.0,0.6,0.7048780487804879,0.5306052117816823,0.10869565217391304,4.881567948391477,0.5,0.5
8,0.8913043478260869,0.5,0.5,0.5,0.06097560975609756,0.5,0.7719512195121951,0.4980118995336386,0.10869565217391304,4.581709475709475,0.5,0.5
9,0.8913043478260869,0.0,0.0,0.0,0.0,1.0,0.5829268292682926,0.2150188871126738,0.10869565217391304,1.978173761436599,0.3,0.3
10,0.8913043478260869,0.5,0.4,0.4444444444444444,0.04878048780487805,0.6,0.726829268292683,0.3492113106966278,0.10869565217391304,3.212744058408976,0.4,0.4
