fold,test_accuracy,test_precision,test_recall,test_f_1,test_FPR,test_FNR,test_auc,test_auc_pr,test_prevalence,test_auc_pr_lift,test_p_at_k,test_r_at_k
1,0.7857142857142857,0.6,0.5454545454545454,0.5714285714285714,0.12903225806451613,0.45454545454545453,0.7331378299120234,0.5437833219412167,0.2619047619047619,2.0762635928664634,0.5454545454545454,0.5454545454545454
2,0.7380952380952381,0.5,0.2727272727272727,0.35294117647058826,0.0967741935483871,0.7272727272727273,0.5073313782991202,0.3190303679105396,0.2619047619047619,1.2181159502038785,0.2727272727272727,0.2727272727272727
3,0.8095238095238095,1.0,0.2727272727272727,0.42857142857142855,0.0,0.7272727272727273,0.6598240469208211,0.5802728911017682,0.2619047619047619,2.2155874023885693,0.45454545454545453,0.45454545454545453
4,0.926829268292683,0.8888888888888888,0.8,0.8421052631578947,0.03225806451612903,0.2,0.9741935483870968,0.9296356421356421,0.24390243902439024,3.811506132756133,0.8,0.8
5,0.7560975609756098,0.5,0.6,0.5454545454545454,0.1935483870967742,0.4,0.8096774193548386,0.49226613965744404,0.24390243902439024,2.0182911725955206,0.4,0.4
6,0.8536585365853658,0.75,0.6,0.6666666666666666,0.06451612903225806,0.4,0.7612903225806452,0.7144360804188638,0.24390243902439024,2.9291879297173415,0.6,0.6
7,0.7804878048780488,0.5714285714285714,0.4,0.47058823529411764,0.0967741935483871,0.6,0.6387096774193548,0.3840972856295437,0.24390243902439024,1.5747988710811291,0.5,0.5
8,0.8536585365853658,0.75,0.6,0.6666666666666666,0.06451612903225806,0.4,0.7774193548387097,0.595973650005908,0.24390243902439024,2.4434919650242226,0.6,0.6
9,0.7804878048780488,0.6666666666666666,0.2,0.3076923076923077,0.03225806451612903,0.8,0.567741935483871,0.4465052960174911,0.24390243902439024,1.8306717136717137,0.4,0.4
10,0.8,0.5833333333333334,0.7,0.6363636363636364,0.16666666666666666,0.3,0.85,0.6276406926406926,0.25,2.51056277056277,0.5,0.5
