fold,test_accuracy,test_precision,test_recall,test_f_1,test_FPR,test_FNR,test_auc,test_auc_pr,test_prevalence,test_auc_pr_lift,test_p_at_k,test_r_at_k
1,0.71875,0.5714285714285714,0.7272727272727273,0.64,0.2857142857142857,0.2727272727272727,0.7705627705627706,0.693029193029193,0.34375,2.016084925175834,0.5454545454545454,0.5454545454545454
2,0.78125,1.0,0.36363636363636365,0.5333333333333333,0.0,0.6363636363636364,0.6190476190476191,0.6378517316017316,0.34375,1.855568673750492,0.45454545454545453,0.45454545454545453
3,0.84375,0.8,0.7272727272727273,0.7619047619047619,0.09523809523809523,0.2727272727272727,0.8636363636363636,0.7400920404976989,0.34375,2.152995026902397,0.8181818181818182,0.8181818181818182
4,0.8387096774193549,0.8571428571428571,0.6,0.7058823529411765,0.047619047619047616,0.4,0.7071428571428571,0.6150776133883095,0.3225806451612903,1.9067406015037593,0.7,0.7
5,0.8387096774193549,1.0,0.5,0.6666666666666666,0.0,0.5,0.8761904761904762,0.8283685268979386,0.3225806451612903,2.56794243338361,0.6,0.6
6,0.8709677419354839,1.0,0.6,0.75,0.0,0.4,0.8904761904761904,0.8535244360902255,0.3225806451612903,2.6459257518796995,0.7,0.7
7,0.8666666666666667,1.0,0.6,0.75,0.0,0.4,0.7649999999999999,0.7712254901960784,0.3333333333333333,2.3136764705882356,0.6,0.6
8,0.7666666666666667,0.6153846153846154,0.8,0.6956521739130435,0.25,0.2,0.8,0.538125338713574,0.3333333333333333,1.6143760161407221,0.6,0.6
9,0.8,0.7,0.7,0.7,0.15,0.3,0.75,0.6629527879527879,0.3333333333333333,1.9888583638583637,0.7,0.7
10,0.7333333333333333,0.625,0.5,0.5555555555555556,0.15,0.5,0.78,0.6947037510656437,0.3333333333333333,2.0841112531969315,0.6,0.6
