fold,test_accuracy,test_precision,test_recall,test_f_1,test_FPR,test_FNR,test_auc,test_auc_pr,test_prevalence,test_auc_pr_lift,test_p_at_k,test_r_at_k
1,0.8653846153846154,0.3333333333333333,0.2727272727272727,0.3,0.06451612903225806,0.7272727272727273,0.658357771260997,0.26366638544483734,0.10576923076923077,2.492845826023917,0.45454545454545453,0.45454545454545453
2,0.8557692307692307,0.3,0.2727272727272727,0.2857142857142857,0.07526881720430108,0.7272727272727273,0.5889540566959922,0.19783851959552567,0.10576923076923077,1.870473276175879,0.2727272727272727,0.2727272727272727
3,0.8942307692307693,0.5,0.18181818181818182,0.26666666666666666,0.021505376344086023,0.8181818181818182,0.6334310850439883,0.2961239721006673,0.10576923076923077,2.799717554406309,0.2727272727272727,0.2727272727272727
4,0.9223300970873787,0.625,0.5,0.5555555555555556,0.03225806451612903,0.5,0.8258064516129033,0.5343145035792094,0.0970873786407767,5.503439386865857,0.5,0.5
5,0.9223300970873787,1.0,0.2,0.3333333333333333,0.0,0.8,0.6655913978494623,0.321733687128424,0.0970873786407767,3.313856977422767,0.2,0.2
6,0.9320388349514563,1.0,0.3,0.46153846153846156,0.0,0.7,0.6494623655913979,0.3977959921993546,0.0970873786407767,4.097298719653352,0.3,0.3
7,0.9029126213592233,0.5,0.3,0.375,0.03225806451612903,0.7,0.5290322580645161,0.24221489011485375,0.0970873786407767,2.4948133681829936,0.3,0.3
8,0.9313725490196079,0.7142857142857143,0.5,0.5882352941176471,0.021739130434782608,0.5,0.7902173913043478,0.581190058772457,0.09803921568627451,5.928138599479062,0.5,0.5
9,0.8823529411764706,0.3333333333333333,0.2,0.25,0.043478260869565216,0.8,0.5619565217391305,0.1667351539087565,0.09803921568627451,1.7006985698693164,0.2,0.2
10,0.9411764705882353,1.0,0.4,0.5714285714285714,0.0,0.6,0.8619565217391305,0.5942769916020423,0.09803921568627451,6.061625314340831,0.4,0.4
