fold,test_accuracy,test_precision,test_recall,test_f_1,test_FPR,test_FNR,test_auc,test_auc_pr,test_prevalence,test_auc_pr_lift,test_p_at_k,test_r_at_k
1,0.875,0.375,0.2727272727272727,0.3157894736842105,0.053763440860215055,0.7272727272727273,0.595307917888563,0.2268165765090019,0.10576923076923077,2.1444476324487454,0.2727272727272727,0.2727272727272727
2,0.875,0.3333333333333333,0.18181818181818182,0.23529411764705882,0.043010752688172046,0.8181818181818182,0.6881720430107526,0.20950392122640926,0.10576923076923077,1.9807643461405966,0.2727272727272727,0.2727272727272727
3,0.8942307692307693,0.5,0.18181818181818182,0.26666666666666666,0.021505376344086023,0.8181818181818182,0.6256109481915934,0.271461888584985,0.10576923076923077,2.5665487648034944,0.2727272727272727,0.2727272727272727
4,0.9320388349514563,0.7142857142857143,0.5,0.5882352941176471,0.021505376344086023,0.5,0.7322580645161291,0.44040429321822344,0.0970873786407767,4.536164220147701,0.5,0.5
5,0.9223300970873787,0.75,0.3,0.42857142857142855,0.010752688172043012,0.7,0.7741935483870968,0.48475092921784096,0.0970873786407767,4.992934570943762,0.4,0.4
6,0.9223300970873787,0.6666666666666666,0.4,0.5,0.021505376344086023,0.6,0.6591397849462366,0.31151515407275776,0.0970873786407767,3.208606086949405,0.4,0.4
7,0.9223300970873787,1.0,0.2,0.3333333333333333,0.0,0.8,0.7537634408602151,0.43207562992145343,0.0970873786407767,4.4503789881909706,0.4,0.4
8,0.9215686274509803,0.6666666666666666,0.4,0.5,0.021739130434782608,0.6,0.766304347826087,0.539209726443769,0.09803921568627451,5.499939209726444,0.5,0.5
9,0.8823529411764706,0.3333333333333333,0.2,0.25,0.043478260869565216,0.8,0.5,0.23424497719762477,0.09803921568627451,2.389298767415773,0.2,0.2
10,0.9215686274509803,0.6666666666666666,0.4,0.5,0.021739130434782608,0.6,0.875,0.5666905076909248,0.09803921568627451,5.780243178447432,0.5,0.5
