fold,test_accuracy,test_precision,test_recall,test_f_1,test_FPR,test_FNR,test_auc,test_auc_pr,test_prevalence,test_auc_pr_lift,test_p_at_k,test_r_at_k
1,0.8095238095238095,0.4444444444444444,0.36363636363636365,0.4,0.09615384615384616,0.6363636363636364,0.6520979020979021,0.30757758073869856,0.1746031746031746,1.7615806896852737,0.36363636363636365,0.36363636363636365
2,0.7936507936507936,0.375,0.2727272727272727,0.3157894736842105,0.09615384615384616,0.7272727272727273,0.5812937062937064,0.2423047304884612,0.1746031746031746,1.3877452746157324,0.2727272727272727,0.2727272727272727
3,0.8095238095238095,0.42857142857142855,0.2727272727272727,0.3333333333333333,0.07692307692307693,0.7272727272727273,0.7832167832167832,0.43743354993355,0.1746031746031746,2.5053012405285138,0.36363636363636365,0.36363636363636365
4,0.8709677419354839,0.5833333333333334,0.7,0.6363636363636364,0.09615384615384616,0.3,0.8259615384615385,0.5615078201368524,0.16129032258064516,3.481348484848485,0.6,0.6
5,0.8709677419354839,0.625,0.5,0.5555555555555556,0.057692307692307696,0.5,0.6384615384615385,0.37253746153862133,0.16129032258064516,2.309732261539452,0.5,0.5
6,0.8360655737704918,0.5,0.3,0.375,0.058823529411764705,0.7,0.6392156862745098,0.41429775502684485,0.16393442622950818,2.527216305663754,0.3,0.3
7,0.9016393442622951,0.8333333333333334,0.5,0.625,0.0196078431372549,0.5,0.7901960784313725,0.5920313020313019,0.16393442622950818,3.6113909423909423,0.6,0.6
8,0.9180327868852459,0.8571428571428571,0.6,0.7058823529411765,0.0196078431372549,0.4,0.8843137254901962,0.735860484544695,0.16393442622950818,4.48874895572264,0.6,0.6
9,0.8032786885245902,0.375,0.3,0.3333333333333333,0.09803921568627451,0.7,0.7294117647058823,0.46699090205187765,0.16393442622950818,2.848644502516454,0.4,0.4
10,0.8524590163934426,0.5714285714285714,0.4,0.47058823529411764,0.058823529411764705,0.6,0.8235294117647058,0.5234670486992511,0.16393442622950818,3.193148997065432,0.4,0.4
