fold,test_accuracy,test_precision,test_recall,test_f_1,test_FPR,test_FNR,test_auc,test_auc_pr,test_prevalence,test_auc_pr_lift,test_p_at_k,test_r_at_k
1,0.8571428571428571,0.46153846153846156,0.5454545454545454,0.5,0.0958904109589041,0.45454545454545453,0.7366127023661271,0.3254673356214112,0.13095238095238096,2.485386926563504,0.45454545454545453,0.45454545454545453
2,0.8554216867469879,0.42857142857142855,0.2727272727272727,0.3333333333333333,0.05555555555555555,0.7272727272727273,0.5662878787878789,0.23451792892661164,0.13253012048192772,1.7695443728098876,0.2727272727272727,0.2727272727272727
3,0.8554216867469879,0.4,0.18181818181818182,0.25,0.041666666666666664,0.8181818181818182,0.6919191919191918,0.3313587411568678,0.13253012048192772,2.500252319638184,0.2727272727272727,0.2727272727272727
4,0.926829268292683,1.0,0.4,0.5714285714285714,0.0,0.6,0.6763888888888889,0.5274585252146228,0.12195121951219512,4.3251599067599065,0.4,0.4
5,0.9146341463414634,1.0,0.3,0.46153846153846156,0.0,0.7,0.8388888888888889,0.5122763047945604,0.12195121951219512,4.200665699315396,0.3,0.3
6,0.8780487804878049,0.5,0.3,0.375,0.041666666666666664,0.7,0.5638888888888889,0.3743767754231956,0.12195121951219512,3.0698895584702037,0.4,0.4
7,0.9146341463414634,0.8,0.4,0.5333333333333333,0.013888888888888888,0.6,0.7138888888888888,0.41081768167975063,0.12195121951219512,3.3687049897739554,0.5,0.5
8,0.9390243902439024,0.7777777777777778,0.7,0.7368421052631579,0.027777777777777776,0.3,0.8875000000000001,0.737142326272761,0.12195121951219512,6.044567075436641,0.7,0.7
9,0.9146341463414634,0.8,0.4,0.5333333333333333,0.013888888888888888,0.6,0.7333333333333334,0.5482829776876369,0.12195121951219512,4.495920417038622,0.5,0.5
10,0.8658536585365854,0.4444444444444444,0.4,0.42105263157894735,0.06944444444444445,0.6,0.7020833333333333,0.30163675054703226,0.12195121951219512,2.4734213544856645,0.4,0.4
