nodeid,node,0.1_num,1_num,10_num,100_num,num_all,0.1_num_d,0.1_num_w,1_num_d,1_num_w,10_num_d,10_num_w,100_num_d,100_num_w,num_d_all,num_w_all,value_d,value_w,avg_value_d,avg_value_w,min_gasprice_all,max_gasprice_all,avg_gasprice_all,min_gasprice_d,max_gasprice_d,avg_gasprice_d,min_gasprice_w,max_gasprice_w,avg_gasprice_w,early_time,late_time,total_time_gap,min_time_gap,max_time_gap,avg_time_gap,early_time_d,late_time_d,total_time_gap_d,min_time_gap_d,max_time_gap_d,avg_time_gap_d,early_time_w,late_time_w,total_time_gap_w,min_time_gap_w,max_time_gap_w,avg_time_gap_w
24,0x0000000000a47f168017e6624f59488924ec6f50,-0.1421165987265633,-0.2008878679829166,0.0288364009940047,-0.1245853176121766,-0.2318975761782239,-0.0910283743133846,-0.1505219210266951,-0.1559995954109269,-0.1673986363245074,-0.1906231621618881,0.2953734635321236,-0.0865814083334232,-0.131668487114318,-0.2300893588828813,-0.1130360944530436,-0.1009272222745173,-0.1077798179990324,-0.2914881069467555,-0.1085049783099371,1.5983061400423173,1.0743283952530174,1.4118204550393838,-0.4482825967956938,-0.4525973731808837,-0.4654205354202897,1.886436052880501,1.4931988833251302,1.7520994053979406,-0.3283605458424485,-0.3440332375972457,-0.1937156882937132,-0.0957266942741738,-0.1842541175043235,-0.1477748613934851,-0.7774425926638499,-0.777457619906087,-0.1363705449253317,-0.0630097612472265,-0.1304082903439895,-0.1038554557994503,0.6207652420790507,0.6200353499134522,-0.121186403669267,-0.0621570481837073,-0.1149362247251203,-0.0921927932559385
137,0x00000583cf2c6aa7488471fbe12ac7f0dfeb1cda,-0.1421165987265633,2.2800565210353345,-0.2905929602131545,-0.1245853176121766,1.0310409080458514,-0.0910283743133846,-0.1505219210266951,1.5838093489583398,2.109462569353819,-0.1906231621618881,-0.2405591874696383,-0.0865814083334232,-0.131668487114318,0.6103754367377933,1.0962872669235455,-0.0835113939445044,-0.1216084684903528,-0.2395187483356283,-0.4058705107434551,1.2024524333185886,1.0962643796113307,1.107462451292558,2.348552245133014,1.85220641711454,2.189959387945601,1.4769575540342244,1.5175572235128598,1.4247752314520123,-0.6814883978494024,-0.6987202551221257,-0.1933904775876445,-0.0957266942741738,-0.1841337509129027,-0.1477167371077888,1.2219309459767032,1.220076484861689,-0.1360186519410922,-0.0630097612472265,-0.1301748039948673,-0.103689445642454,0.5810783932238954,0.5803638793884037,-0.1206539551776198,-0.0621570481837073,-0.1145551850913991,-0.0920224925514576
348,0x0037144a89619ec139d0ac51d1b16115667d0684,-0.1421165987265633,0.1807958841737373,0.0288364009940047,-0.1245853176121766,-0.0214078288075447,-0.0910283743133846,-0.1505219210266951,0.1339685619839508,0.1578672502009677,0.222997759158066,-0.2405591874696383,-0.0865814083334232,-0.131668487114318,0.0500655729906768,-0.1130360944530436,-0.0689982036694935,-0.1492657694729935,-0.005656634585556,-0.4058705107434551,-0.3026034739685542,0.947460784102014,0.1772029477484357,0.2382050337187585,0.0945852990573838,0.1743069208735828,1.718728121126661,1.352321483854813,1.5923853281823712,-0.9105283243590304,-0.6899691907918045,3.0643265070368906,-0.0956978347918839,3.7672210979268654,3.3376321393980497,1.1971541383311488,1.1953207516838944,-0.1363529849339974,-0.0629604693689104,-0.1303866765041195,-0.1038140893341004,0.5820601451801799,0.5813430006958029,-0.121186403669267,-0.0621570481837073,-0.1149362247251203,-0.0921927932559385
355,0x0039f22efb07a647557c7c5d17854cfd6d489ef3,2.864835095539033,0.5624796363303913,2.584271290651279,1.380674662845584,3.241183255437983,2.0025466720963587,2.7271726607993148,0.7139048767737064,0.1578672502009677,2.704723287077792,0.8313061145338856,1.9616823816862683,-0.131668487114318,3.271847289536596,1.4993950540490757,2.1451341046861576,-0.0543090360992602,1.3170674807848524,-0.3596136501426856,-0.6226376835782241,2.3382710208904687,0.0624945512855025,-0.2105379654860404,3.838586458932749,1.0695298018600234,-0.4109498941778456,0.0790149582335437,-0.3360266228220014,-1.096976333089996,-0.3387979233076968,10.409395756927603,-0.0957073280426371,2.7689982913118065,0.5396832401203902,1.1769853049986787,1.2588013117270125,15.464875844457817,-0.062976683802567,4.2795046952682565,1.4274864592147587,0.5343835994220162,0.5511444999785315,3.906292888852331,-0.0620646872527414,1.915091754720219,0.873393974988501
540,0x007ea356ac230e70ab1f0a251d7f25db05a1f48d,0.5022301929017788,-0.2008878679829166,-0.2905929602131545,-0.1245853176121766,-0.0214078288075447,0.6940622680902692,-0.1505219210266951,-0.1559995954109269,-0.1673986363245074,-0.1906231621618881,-0.2405591874696383,-0.0865814083334232,-0.131668487114318,0.1901430389274559,-0.3145899880158085,-0.1000564308580167,-0.153875319636767,-0.2862911710856428,-0.4389111254582904,-0.5802490472624725,-0.564087529101544,-0.581637608680459,-0.1511018076586271,-0.134731917051867,-0.1220639967273972,-0.5863402959540108,-0.5839736025107081,-0.6028112334994046,-0.5516178878890668,-0.5682779717569111,-0.1935313341802778,-0.0956864428909799,-0.1840507132010998,-0.1475776419963536,1.2359789282750957,1.234111053969337,-0.1360992892697196,-0.0629410120485225,-0.1301045590152897,-0.103535954284182,-1.496155589671646,-1.496188265343894,-0.121186403669267,-0.0621570481837073,-0.1149362247251203,-0.0921927932559385
685,0x00b2040db2f24ca4546d545a9d2e2f3a49e2468b,-0.1421165987265633,-0.0100459919045896,0.0288364009940047,3.961120343630317,1.872999897528568,-0.0910283743133846,-0.1505219210266951,-0.1559995954109269,0.1578672502009677,-0.1906231621618881,0.2953734635321236,5.472991736005739,-0.131668487114318,2.431382493915921,0.0885177991097212,5.414085082229596,-0.1031702678352589,4.9054477541659605,-0.2571877445266961,0.6465184878159873,1.4199524799882988,0.8127547982120298,1.5690372477555063,1.4977839371062127,1.6446358603128313,2.1345143435449376,1.8769896854855124,2.087779865045473,-0.1940188746839259,-0.2089936616389007,-0.1924126470387841,-0.0957266942741738,-0.1828120038488835,-0.1476354303035199,1.2746715358917304,1.2727672346920171,-0.1362467007759211,-0.0630097612472265,-0.1303417424686002,-0.103839126931549,0.6358634496203587,0.6351287496061372,-0.1211299813528069,-0.0620376701096698,-0.1148676664576894,-0.0920845754169707
702,0x00b9ee1a8020a573c528eca30afe2b6fd9921675,-0.1421165987265633,0.1807958841737373,0.6676951234083232,-0.1245853176121766,0.1890819185631345,-0.0910283743133846,-0.1505219210266951,0.4239367193788286,-0.1673986363245074,1.0502396017979745,-0.2405591874696383,-0.0865814083334232,-0.131668487114318,0.4702979708010141,-0.3145899880158085,-0.0080428045144481,-0.153875319636767,0.0411157881644583,-0.4389111254582904,-0.3895001729900995,1.276836947611632,0.8107425891061073,0.1163609177803893,2.385487044917685,1.7736255060929351,-0.5863402959540108,-0.5839736025107081,-0.6028112334994046,-0.7798026021353934,-0.6931769811684856,1.2293534420965246,-0.0957266942741738,1.5416851032266237,0.6134147364725526,1.2112952671194954,1.2206728977684391,1.9575103170314012,-0.0630097612472265,2.4468322323954816,1.129295205148842,-1.496155589671646,-1.496188265343894,-0.121186403669267,-0.0621570481837073,-0.1149362247251203,-0.0921927932559385
770,0x00d81bf659b8f2cb5fa0a306701ad382f00e2771,0.0726656651495507,-0.2008878679829166,-0.2905929602131545,-0.1245853176121766,-0.2318975761782239,-0.0910283743133846,0.3290938426109732,-0.1559995954109269,-0.1673986363245074,-0.1906231621618881,-0.2405591874696383,-0.0865814083334232,-0.131668487114318,-0.2300893588828813,-0.1130360944530436,-0.1009272222745173,-0.1534143646203896,-0.2914881069467555,-0.4356070639868069,-0.7907687221267657,-0.7951622853112545,-0.8324950552935994,-0.4482825967956938,-0.4525973731808837,-0.4654205354202897,-0.5848677939093517,-0.582736676763685,-0.6014089187561403,1.1329463694348736,1.123823347740688,-0.1937156882937132,-0.0957266942741738,-0.1842541175043235,-0.1477748613934851,-0.7774425926638499,-0.777457619906087,-0.1363705449253317,-0.0630097612472265,-0.1304082903439895,-0.1038554557994503,0.7849966000645499,0.7842126176326573,-0.121186403669267,-0.0621570481837073,-0.1149362247251203,-0.0921927932559385
817,0x00eba269ce6eb13ff6cb2f0c0551b7dace7e434b,0.0726656651495507,-0.2008878679829166,-0.2905929602131545,-0.1245853176121766,-0.2318975761782239,0.1706685064878332,-0.1505219210266951,-0.1559995954109269,-0.1673986363245074,-0.1906231621618881,-0.2405591874696383,-0.0865814083334232,-0.131668487114318,-0.0900118929461022,-0.3145899880158085,-0.1006369584690171,-0.153875319636767,-0.2862911710856428,-0.4389111254582904,-0.4733673961890307,-0.5467904865721395,-0.5343257806164721,-0.0012353520657875,-0.111052328280018,-0.0576501707029277,-0.5863402959540108,-0.5839736025107081,-0.6028112334994046,-0.1392676868357838,-0.1540928524313851,-0.1937156882937132,-0.0957266942741738,-0.1842541175043235,-0.1477748613934851,1.2805845131577671,1.2786741322179629,-0.1363705449253317,-0.0630097612472265,-0.1304082903439895,-0.1038554557994503,-1.496155589671646,-1.496188265343894,-0.121186403669267,-0.0621570481837073,-0.1149362247251203,-0.0921927932559385
960,0x012e01e9b8b5f42529bbc18c5f48050cc80711fe,0.0726656651495507,-0.0100459919045896,0.0288364009940047,-0.1245853176121766,-0.0214078288075447,0.1706685064878332,-0.1505219210266951,-0.1559995954109269,0.1578672502009677,0.222997759158066,-0.2405591874696383,-0.0865814083334232,-0.131668487114318,0.0500655729906768,-0.1130360944530436,-0.0716105779189955,-0.1492657694729935,-0.0290428459605633,-0.4058705107434551,-0.5802490472624725,0.3480823203050233,-0.2431657939267129,-0.1511018076586271,-0.2255506188030146,-0.1943495911252864,0.9264019979403136,0.6867546105436184,0.837825694090413,-1.0302169675619457,-0.8201757155624995,2.9281814653571456,-0.095411138619135,3.601954720650672,3.191986118584164,1.1842069349097797,1.1823862647559222,-0.1361785402832417,-0.0624707934724812,-0.1301719600685686,-0.103403146158585,0.5674919682920129,0.5667796218959973,-0.121186403669267,-0.0621570481837073,-0.1149362247251203,-0.0921927932559385
1040,0x014f04875757145a954087ee75902d5655b00261,0.2874479290256648,0.1807958841737373,-0.2905929602131545,-0.1245853176121766,0.0838370448777949,0.4323653872890511,-0.1505219210266951,0.4239367193788286,-0.1673986363245074,-0.1906231621618881,-0.2405591874696383,-0.0865814083334232,-0.131668487114318,0.330220504864235,-0.3145899880158085,-0.0945414185535126,-0.153875319636767,-0.2629049597106355,-0.4389111254582904,-0.7679397326673184,-0.7456422419241359,-0.7838428902710414,-0.4142764263786068,-0.3832796634033986,-0.3973612397759903,-0.5863402959540108,-0.5839736025107081,-0.6028112334994046,0.9961622824643492,0.9922906808758208,-0.1137204498927718,-0.0957130239930891,-0.0872508338410999,-0.0907230191649989,1.4034085538507954,1.4020160310792646,-0.018666847221296,-0.062986412462761,0.0144408390417917,-0.0114297091134623,-1.496155589671646,-1.496188265343894,-0.121186403669267,-0.0621570481837073,-0.1149362247251203,-0.0921927932559385
1065,0x015939c5dde4074396d056668ded2baee51a3cc5,0.2874479290256648,-0.2008878679829166,-0.2905929602131545,-0.1245853176121766,-0.1266527024928843,0.4323653872890511,-0.1505219210266951,-0.1559995954109269,-0.1673986363245074,-0.1906231621618881,-0.2405591874696383,-0.0865814083334232,-0.131668487114318,0.0500655729906768,-0.3145899880158085,-0.1003466946635169,-0.153875319636767,-0.2862911710856428,-0.4389111254582904,-0.7054669779501096,-0.726225566770542,-0.7510493774164084,-0.3266788806206768,-0.3566983052219599,-0.3527137231149838,-0.5863402959540108,-0.5839736025107081,-0.6028112334994046,0.9999982688597756,0.990280838857542,-0.193696844602391,-0.0956811266705581,-0.1842312630882309,-0.1477345439698807,1.4038235079755488,1.401799787803133,-0.1363428186232248,-0.0629319319656748,-0.1303741632284052,-0.1037901403278452,-1.496155589671646,-1.496188265343894,-0.121186403669267,-0.0621570481837073,-0.1149362247251203,-0.0921927932559385
1074,0x015ca78320acef6bbb91a218a7cd3b2b7e67d0f4,0.0726656651495507,-0.2008878679829166,0.6676951234083232,-0.1245853176121766,0.0838370448777949,0.1706685064878332,-0.1505219210266951,-0.1559995954109269,-0.1673986363245074,1.0502396017979745,-0.2405591874696383,-0.0865814083334232,-0.131668487114318,0.330220504864235,-0.3145899880158085,-0.0135578168189522,-0.153875319636767,0.0995813166019764,-0.4389111254582904,-0.6744786412575523,-0.6569550760824733,-0.705948138308114,-0.2832279034118761,-0.2618672535708358,-0.2913095565822381,-0.5863402959540108,-0.5839736025107081,-0.6028112334994046,0.5626048709641529,0.5510213195136502,-0.1924060517468213,-0.0956628996291118,-0.1827617241334799,-0.1468408410799829,1.3565088994531864,1.354538900295026,-0.134443566928905,-0.0629008002530542,-0.1281797896963381,-0.1023423140405988,-1.496155589671646,-1.496188265343894,-0.121186403669267,-0.0621570481837073,-0.1149362247251203,-0.0921927932559385
1155,0x017c608fcc49bfbd08da0a7463dc38aad9bf9dfd,0.0726656651495507,-0.2008878679829166,-0.2905929602131545,-0.1245853176121766,-0.2318975761782239,0.1706685064878332,-0.1505219210266951,-0.1559995954109269,-0.1673986363245074,-0.1906231621618881,-0.2405591874696383,-0.0865814083334232,-0.131668487114318,-0.0900118929461022,-0.3145899880158085,-0.1006369584690171,-0.153875319636767,-0.2862911710856428,-0.4389111254582904,-0.7661645454101238,-0.7759091091956443,-0.8093817002880561,-0.4117873085592485,-0.4247148954196851,-0.4321316668050013,-0.5863402959540108,-0.5839736025107081,-0.6028112334994046,0.983260752694646,0.9734668305946536,-0.1937156882937132,-0.0957266942741738,-0.1842541175043235,-0.1477748613934851,1.402012943324139,1.3999907320671077,-0.1363705449253317,-0.0630097612472265,-0.1304082903439895,-0.1038554557994503,-1.496155589671646,-1.496188265343894,-0.121186403669267,-0.0621570481837073,-0.1149362247251203,-0.0921927932559385
1293,0x01bb3c6a43cc7a1a440ab04ce06e2647d20b4fbb,0.0726656651495507,-0.2008878679829166,-0.2905929602131545,-0.1245853176121766,-0.2318975761782239,-0.0910283743133846,0.3290938426109732,-0.1559995954109269,-0.1673986363245074,-0.1906231621618881,-0.2405591874696383,-0.0865814083334232,-0.131668487114318,-0.2300893588828813,-0.1130360944530436,-0.1009272222745173,-0.1534143646203896,-0.2914881069467555,-0.4356070639868069,-0.535045490802119,-0.5950546179729618,-0.5922666624950168,-0.4482825967956938,-0.4525973731808837,-0.4654205354202897,-0.3203428870956931,-0.3605314383034425,-0.3494926799088952,0.7264242272531122,0.715479147594383,-0.1937156882937132,-0.0957266942741738,-0.1842541175043235,-0.1477748613934851,-0.7774425926638499,-0.777457619906087,-0.1363705449253317,-0.0630097612472265,-0.1304082903439895,-0.1038554557994503,0.7393089469345333,0.7385400119171811,-0.121186403669267,-0.0621570481837073,-0.1149362247251203,-0.0921927932559385
1299,0x01bf77527dcdd6695c8dcce6916f11d73d82e81f,0.9317947206540068,-0.2008878679829166,-0.2905929602131545,-0.1245853176121766,0.1890819185631345,1.217456029692705,-0.1505219210266951,-0.1559995954109269,-0.1673986363245074,-0.1906231621618881,-0.2405591874696383,-0.0865814083334232,-0.131668487114318,0.4702979708010141,-0.3145899880158085,-0.0994759032470163,-0.153875319636767,-0.2862911710856428,-0.4389111254582904,-0.7217520599232766,-0.7389244944660065,-0.7657386914587815,-0.3495133661459835,-0.374083091387621,-0.3727128429516668,-0.5863402959540108,-0.5839736025107081,-0.6028112334994046,0.907114589099929,0.8969808485676609,-0.1937043820789199,-0.0957266942741738,-0.1842449757378865,-0.1477688137799445,1.3937759055949517,1.3917614388285136,-0.1363539091440676,-0.0630097612472265,-0.1303946394977558,-0.1038456584787095,-1.496155589671646,-1.496188265343894,-0.121186403669267,-0.0621570481837073,-0.1149362247251203,-0.0921927932559385
1561,0x023010bd0339f933fa4fcdd89fb53a4922b5ed63,-0.1421165987265633,-0.2008878679829166,-0.2905929602131545,10.62727168565754,4.925101234403416,-0.0910283743133846,-0.1505219210266951,-0.1559995954109269,-0.1673986363245074,-0.1906231621618881,-0.2405591874696383,7.228646413165475,11.480452997844894,3.271847289536596,4.724257351053314,7.155667915230894,11.370000089796882,4.9054477541659605,2.865150346025243,-0.3895001729900995,1.015629366253766,-0.0500614485278151,0.1163609177803893,1.1367299307137873,0.4931213537796882,-0.1697880805106328,1.4280178140055169,0.3026950141380675,-0.6182877715164972,-0.4363165189482615,2.5200836423925765,-0.0957266942741738,0.8366842646255255,-0.0292775856992216,1.2287669779822012,1.2416675198883542,2.617694364922282,-0.0630097612472265,0.9855973047932506,0.1664700408973444,0.5902938375316015,0.6097136215241052,4.523781986746847,-0.0621570481837073,1.907528695323631,0.2790171771065765
1778,0x02933036dd528d336d0ecbfc8c9dfdbfc0610176,-0.1421165987265633,-0.0100459919045896,0.0288364009940047,-0.1245853176121766,-0.1266527024928843,-0.0910283743133846,-0.1505219210266951,0.1339685619839508,-0.1673986363245074,0.222997759158066,-0.2405591874696383,-0.0865814083334232,-0.131668487114318,0.0500655729906768,-0.3145899880158085,-0.0689982036694935,-0.153875319636767,-0.005656634585556,-0.4389111254582904,-0.253720155242103,-0.3648285440051189,-0.32193435303553,0.3067478531977952,0.138052914121335,0.2315152457503262,-0.5863402959540108,-0.5839736025107081,-0.6028112334994046,0.0646028880207946,0.0506944302243417,-0.1936610415888789,-0.0955945482236883,-0.1841878396976551,-0.1476579408650323,1.30263801575972,1.3007076415728416,-0.1362901386492218,-0.0627840563307267,-0.1303093217087952,-0.1036660409317955,-1.496155589671646,-1.496188265343894,-0.121186403669267,-0.0621570481837073,-0.1149362247251203,-0.0921927932559385
