fold,test_auc,test_auc_pr,test_prevalence,test_p_at_k,f75_precision,f75_recall,f75_f1,cal_precision,cal_recall,cal_f1,cal_threshold
1,0.6519858781994704,0.1714951065891443,0.010566762728146013,0.18181818181818182,0.3333333333333333,0.09090909090909091,0.14285714285714285,0.25,0.09090909090909091,0.13333333333333333,0.5100000000000001
2,0.6237422771403354,0.06449692142122443,0.010566762728146013,0.09090909090909091,0.0,0.0,0.0,0.3333333333333333,0.09090909090909091,0.14285714285714285,0.43000000000000005
3,0.5766990291262135,0.020737084032479494,0.010566762728146013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38000000000000006
4,0.6415533980582524,0.14080605685174744,0.009615384615384616,0.1,0.0,0.0,0.0,0.14285714285714285,0.1,0.11764705882352941,0.35000000000000003
5,0.7224271844660194,0.24355135098919814,0.009615384615384616,0.3,1.0,0.2,0.3333333333333333,0.6666666666666666,0.2,0.3076923076923077,0.5300000000000001
6,0.5964077669902912,0.11401574773449817,0.009615384615384616,0.1,0.2,0.1,0.13333333333333333,0.2,0.1,0.13333333333333333,0.5000000000000001
7,0.6390291262135923,0.13704220346302137,0.009615384615384616,0.2,0.0,0.0,0.0,0.125,0.1,0.1111111111111111,0.35000000000000003
8,0.5820388349514563,0.06898995823626286,0.009615384615384616,0.1,0.0,0.0,0.0,0.2,0.1,0.13333333333333333,0.30000000000000004
9,0.6176699029126214,0.01817940900784014,0.009615384615384616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38000000000000006
10,0.7767961165048544,0.04958903526362235,0.009615384615384616,0.1,0.0,0.0,0.0,0.09090909090909091,0.1,0.09523809523809523,0.34
