fold,test_auc,test_auc_pr,test_prevalence,test_p_at_k,f75_precision,f75_recall,f75_f1,cal_precision,cal_recall,cal_f1,cal_threshold
1,0.6124448367166814,0.0768218091976648,0.010566762728146013,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.42000000000000004
2,0.5375992939099735,0.039521188055717936,0.010566762728146013,0.18181818181818182,0.0,0.0,0.0,0.08333333333333333,0.18181818181818182,0.11428571428571428,0.39000000000000007
3,0.5594880847308031,0.04429325610591736,0.010566762728146013,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.5700000000000002
4,0.4823300970873787,0.11391127200726503,0.009615384615384616,0.1,0.2,0.1,0.13333333333333333,0.047619047619047616,0.1,0.06451612903225806,0.4700000000000001
5,0.7313592233009709,0.22766095606592876,0.009615384615384616,0.2,0.5,0.2,0.2857142857142857,0.4,0.2,0.26666666666666666,0.6000000000000002
6,0.6207766990291261,0.1223383826247682,0.009615384615384616,0.1,0.5,0.1,0.16666666666666666,0.25,0.1,0.14285714285714285,0.34
7,0.6815533980582524,0.11509848655371929,0.009615384615384616,0.2,0.5,0.1,0.16666666666666666,0.4,0.2,0.26666666666666666,0.38000000000000006
8,0.6349514563106796,0.06486724102330249,0.009615384615384616,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.25000000000000006
9,0.5342718446601942,0.03340188922799401,0.009615384615384616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38000000000000006
10,0.6602912621359223,0.03853994928156407,0.009615384615384616,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.5300000000000001
