fold,test_auc,test_auc_pr,test_prevalence,test_p_at_k,f75_precision,f75_recall,f75_f1,cal_precision,cal_recall,cal_f1,cal_threshold
1,0.8614718614718615,0.8668831168831169,0.34375,0.7272727272727273,0.8888888888888888,0.7272727272727273,0.8,0.8,0.7272727272727273,0.7619047619047619,0.25000000000000006
2,0.5021645021645021,0.46441037459635515,0.34375,0.36363636363636365,0.5,0.18181818181818182,0.26666666666666666,0.36363636363636365,0.36363636363636365,0.36363636363636365,0.45000000000000007
3,0.8354978354978355,0.7663682277318642,0.34375,0.7272727272727273,0.7142857142857143,0.45454545454545453,0.5555555555555556,0.6666666666666666,0.7272727272727273,0.6956521739130435,0.4600000000000001
4,0.9857142857142858,0.976923076923077,0.3225806451612903,0.9,0.75,0.9,0.8181818181818182,0.7142857142857143,1.0,0.8333333333333334,0.17000000000000004
5,0.7476190476190476,0.7455056517556518,0.3225806451612903,0.6,0.75,0.6,0.6666666666666666,0.6,0.6,0.6,0.5400000000000001
6,0.8857142857142857,0.8654700854700854,0.3225806451612903,0.8,0.8571428571428571,0.6,0.7058823529411765,0.6428571428571429,0.9,0.75,0.39000000000000007
7,0.89,0.8809615384615385,0.3333333333333333,0.8,1.0,0.6,0.75,0.7777777777777778,0.7,0.7368421052631579,0.31000000000000005
8,0.6500000000000001,0.5727361634308895,0.3333333333333333,0.5,0.5555555555555556,0.5,0.5263157894736842,0.4666666666666667,0.7,0.56,0.44000000000000006
9,0.6900000000000001,0.6627380952380952,0.3333333333333333,0.5,0.5,0.6,0.5454545454545454,0.46153846153846156,0.6,0.5217391304347826,0.36000000000000004
10,0.765,0.6506012992855097,0.3333333333333333,0.5,0.6666666666666666,0.2,0.3076923076923077,0.6666666666666666,0.4,0.5,0.5400000000000001
