fold,test_auc,test_auc_pr,test_prevalence,test_p_at_k,f75_precision,f75_recall,f75_f1,cal_precision,cal_recall,cal_f1,cal_threshold
1,0.646513680494263,0.24495585656714425,0.05069124423963134,0.36363636363636365,0.0,0.0,0.0,0.36363636363636365,0.36363636363636365,0.36363636363636365,0.33
2,0.6107678729037952,0.1996974785479034,0.05069124423963134,0.18181818181818182,0.0,0.0,0.0,0.2,0.09090909090909091,0.125,0.38000000000000006
3,0.6491615180935568,0.2083081332470735,0.05069124423963134,0.2727272727272727,0.0,0.0,0.0,0.5,0.2727272727272727,0.35294117647058826,0.33
4,0.850485436893204,0.5614410395805745,0.046296296296296294,0.7,1.0,0.1,0.18181818181818182,0.6,0.3,0.4,0.44000000000000006
5,0.8713592233009708,0.5463383443581802,0.046296296296296294,0.6,0.625,0.5,0.5555555555555556,0.46153846153846156,0.6,0.5217391304347826,0.33
6,0.5689320388349515,0.18413346317665732,0.046296296296296294,0.2,1.0,0.1,0.18181818181818182,0.3333333333333333,0.1,0.15384615384615385,0.49000000000000005
7,0.6548543689320387,0.2397461478775489,0.046296296296296294,0.2,1.0,0.1,0.18181818181818182,0.5,0.1,0.16666666666666666,0.5600000000000002
8,0.8014563106796116,0.341085409316084,0.046296296296296294,0.4,0.4,0.2,0.26666666666666666,0.4444444444444444,0.4,0.42105263157894735,0.33
9,0.5912621359223301,0.15509493171766164,0.046296296296296294,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.49000000000000005
10,0.7548543689320389,0.1977830905267331,0.046296296296296294,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.37000000000000005
