fold,test_auc,test_auc_pr,test_prevalence,test_p_at_k,f75_precision,f75_recall,f75_f1,cal_precision,cal_recall,cal_f1,cal_threshold
1,0.7316857899382171,0.45072659408102445,0.09649122807017543,0.36363636363636365,1.0,0.18181818181818182,0.3076923076923077,0.75,0.2727272727272727,0.4,0.43000000000000005
2,0.5710503089143867,0.19569406225427466,0.09649122807017543,0.18181818181818182,0.0,0.0,0.0,0.2,0.18181818181818182,0.19047619047619047,0.39000000000000007
3,0.6487202118270079,0.3299704196021777,0.09649122807017543,0.36363636363636365,0.5,0.09090909090909091,0.15384615384615385,0.4,0.18181818181818182,0.25,0.29000000000000004
4,0.8135922330097087,0.48493143240581876,0.08849557522123894,0.6,0.75,0.3,0.42857142857142855,0.625,0.5,0.5555555555555556,0.5100000000000001
5,0.7456310679611651,0.47585231223219343,0.08849557522123894,0.5,0.5,0.2,0.2857142857142857,0.5,0.5,0.5,0.27
6,0.6446601941747572,0.2474305646523239,0.08849557522123894,0.2,0.25,0.1,0.14285714285714285,0.25,0.2,0.2222222222222222,0.4000000000000001
7,0.7524271844660193,0.3608366312277095,0.08849557522123894,0.3,0.5,0.1,0.16666666666666666,0.5,0.2,0.2857142857142857,0.4000000000000001
8,0.8106796116504854,0.6567393892050739,0.08849557522123894,0.6,1.0,0.3,0.46153846153846156,0.6,0.6,0.6,0.35000000000000003
9,0.5980582524271845,0.17305498149281623,0.08849557522123894,0.2,0.0,0.0,0.0,0.25,0.1,0.14285714285714285,0.4700000000000001
10,0.8999999999999999,0.5688247863247864,0.08849557522123894,0.5,0.6666666666666666,0.2,0.3076923076923077,0.6666666666666666,0.4,0.5,0.5200000000000001
