fold,test_auc,test_auc_pr,test_prevalence,test_p_at_k,f75_precision,f75_recall,f75_f1,cal_precision,cal_recall,cal_f1,cal_threshold
1,0.6799646954986761,0.1589029052627817,0.02091254752851711,0.18181818181818182,0.0,0.0,0.0,0.4,0.18181818181818182,0.25,0.34
2,0.5629302736098852,0.03429331490946347,0.02091254752851711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38000000000000006
3,0.7180052956751986,0.15121184481177363,0.02091254752851711,0.09090909090909091,0.5,0.09090909090909091,0.15384615384615385,0.25,0.09090909090909091,0.13333333333333333,0.4100000000000001
4,0.6572815533980583,0.2295073475413455,0.01904761904761905,0.3,0.0,0.0,0.0,0.5,0.2,0.2857142857142857,0.28
5,0.816504854368932,0.32680560765079913,0.01904761904761905,0.3,1.0,0.2,0.3333333333333333,0.5,0.2,0.2857142857142857,0.4000000000000001
6,0.643883495145631,0.2548433150995655,0.01904761904761905,0.2,0.6666666666666666,0.2,0.3076923076923077,0.3333333333333333,0.2,0.25,0.4000000000000001
7,0.6190291262135922,0.11774878071757186,0.01904761904761905,0.3,0.0,0.0,0.0,0.16666666666666666,0.1,0.125,0.35000000000000003
8,0.7846601941747574,0.2801385462770481,0.01904761904761905,0.3,0.6666666666666666,0.2,0.3076923076923077,0.375,0.3,0.3333333333333333,0.29000000000000004
9,0.6471844660194175,0.07395592948959637,0.01904761904761905,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.30000000000000004
10,0.8959223300970873,0.1740375446824546,0.01904761904761905,0.3,0.5,0.1,0.16666666666666666,0.2727272727272727,0.3,0.2857142857142857,0.31000000000000005
