fold,test_auc,test_auc_pr,test_prevalence,test_p_at_k,f75_precision,f75_recall,f75_f1,cal_precision,cal_recall,cal_f1,cal_threshold
1,0.7768595041322315,0.716847041847042,0.5,0.7272727272727273,0.8,0.7272727272727273,0.7619047619047619,0.75,0.8181818181818182,0.782608695652174,0.2
2,0.7355371900826446,0.8001672569854388,0.5,0.6363636363636364,0.6666666666666666,0.7272727272727273,0.6956521739130435,0.5714285714285714,0.7272727272727273,0.64,0.16000000000000003
3,0.8181818181818181,0.8065369271251623,0.5,0.7272727272727273,0.8571428571428571,0.5454545454545454,0.6666666666666666,0.6923076923076923,0.8181818181818182,0.75,0.5300000000000001
4,0.8000000000000002,0.8318379281537176,0.5,0.8,0.75,0.6,0.6666666666666666,0.6428571428571429,0.9,0.75,0.5100000000000001
5,0.78,0.8651388888888888,0.5,0.7,0.7777777777777778,0.7,0.7368421052631579,0.5833333333333334,0.7,0.6363636363636364,0.5100000000000001
6,0.9700000000000001,0.9733333333333334,0.5,0.9,0.8888888888888888,0.8,0.8421052631578947,0.8888888888888888,0.8,0.8421052631578947,0.6200000000000001
7,0.91,0.9288888888888888,0.5,0.9,1.0,0.5,0.6666666666666666,0.8888888888888888,0.8,0.8421052631578947,0.45000000000000007
8,0.7300000000000001,0.7037625313283208,0.5,0.7,0.8571428571428571,0.6,0.7058823529411765,0.5625,0.9,0.6923076923076923,0.4100000000000001
9,0.7300000000000001,0.8117748917748917,0.5,0.7,0.6666666666666666,0.6,0.631578947368421,0.7,0.7,0.7,0.34
10,0.78,0.7815508021390374,0.5,0.7,1.0,0.2,0.3333333333333333,0.7272727272727273,0.8,0.7619047619047619,0.45000000000000007
