fold,test_auc,test_auc_pr,test_prevalence,test_p_at_k,f75_precision,f75_recall,f75_f1,cal_precision,cal_recall,cal_f1,cal_threshold
1,0.8388429752066116,0.780711334120425,0.5,0.8181818181818182,0.7777777777777778,0.6363636363636364,0.7,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.4600000000000001
2,0.6776859504132232,0.6935327298963662,0.5,0.7272727272727273,0.6,0.2727272727272727,0.375,0.7,0.6363636363636364,0.6666666666666666,0.4000000000000001
3,0.6033057851239669,0.6801864801864802,0.5,0.6363636363636364,0.6666666666666666,0.5454545454545454,0.6,0.6363636363636364,0.6363636363636364,0.6363636363636364,0.05
4,0.8400000000000001,0.895619658119658,0.5,0.8,0.8,0.8,0.8,0.6923076923076923,0.9,0.782608695652174,0.39000000000000007
5,0.66,0.658264652014652,0.5,0.6,0.5454545454545454,0.6,0.5714285714285714,0.5454545454545454,0.6,0.5714285714285714,0.27
6,0.95,0.9558119658119659,0.5,0.9,1.0,0.6,0.75,0.9,0.9,0.9,0.4700000000000001
7,0.88,0.9086247086247085,0.5,0.7,0.7777777777777778,0.7,0.7368421052631579,0.7272727272727273,0.8,0.7619047619047619,0.38000000000000006
8,0.6900000000000001,0.7689105339105338,0.5,0.5,0.7142857142857143,0.5,0.5882352941176471,0.6,0.9,0.72,0.32000000000000006
9,0.7200000000000001,0.7815509928667823,0.5,0.6,1.0,0.3,0.46153846153846156,0.6,0.6,0.6,0.4700000000000001
10,0.78,0.784057609057609,0.5,0.6,0.7142857142857143,0.5,0.5882352941176471,0.7142857142857143,1.0,0.8333333333333334,0.36000000000000004
