fold,test_auc,test_auc_pr,test_prevalence,test_p_at_k,f75_precision,f75_recall,f75_f1,cal_precision,cal_recall,cal_f1,cal_threshold
1,0.5803177405119152,0.06556788563635978,0.010566762728146013,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.4100000000000001
2,0.5917917034421889,0.024764846550265333,0.010566762728146013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49000000000000005
3,0.6950573698146514,0.06822033349029138,0.010566762728146013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38000000000000006
4,0.640873786407767,0.051802581273394835,0.009615384615384616,0.1,0.25,0.1,0.14285714285714285,0.2,0.1,0.13333333333333333,0.5600000000000002
5,0.8519417475728156,0.3022760979910097,0.009615384615384616,0.3,1.0,0.2,0.3333333333333333,1.0,0.2,0.3333333333333333,0.9500000000000002
6,0.586990291262136,0.12478034877985583,0.009615384615384616,0.1,0.5,0.1,0.16666666666666666,0.2,0.1,0.13333333333333333,0.39000000000000007
7,0.6063106796116505,0.14819671013007987,0.009615384615384616,0.2,1.0,0.1,0.18181818181818182,0.2,0.1,0.13333333333333333,0.35000000000000003
8,0.6281553398058253,0.09970129347052123,0.009615384615384616,0.1,0.0,0.0,0.0,0.25,0.1,0.14285714285714285,0.24000000000000005
9,0.6316504854368932,0.06949292924473996,0.009615384615384616,0.1,0.0,0.0,0.0,0.14285714285714285,0.1,0.11764705882352941,0.37000000000000005
10,0.8961165048543689,0.15368262105546895,0.009615384615384616,0.1,0.5,0.1,0.16666666666666666,0.16666666666666666,0.1,0.125,0.33
