fold,test_auc,test_auc_pr,test_prevalence,test_p_at_k,f75_precision,f75_recall,f75_f1,cal_precision,cal_recall,cal_f1,cal_threshold
1,0.71900826446281,0.6939612081323312,0.5,0.6363636363636364,0.6666666666666666,0.7272727272727273,0.6956521739130435,0.6,0.8181818181818182,0.6923076923076923,0.09000000000000001
2,0.8099173553719008,0.8536198649835014,0.5,0.7272727272727273,1.0,0.2727272727272727,0.42857142857142855,0.8333333333333334,0.45454545454545453,0.5882352941176471,0.34
3,0.7685950413223142,0.813498236760269,0.5,0.8181818181818182,0.7142857142857143,0.45454545454545453,0.5555555555555556,0.8,0.7272727272727273,0.7619047619047619,0.5400000000000001
4,0.87,0.8952777777777778,0.5,0.8,0.6428571428571429,0.9,0.75,0.6,0.9,0.72,0.5700000000000002
5,0.71,0.8005860805860807,0.5,0.7,0.75,0.6,0.6666666666666666,0.6363636363636364,0.7,0.6666666666666666,0.5600000000000002
6,0.78,0.860718954248366,0.5,0.8,1.0,0.5,0.6666666666666666,0.7272727272727273,0.8,0.7619047619047619,0.39000000000000007
7,0.8100000000000002,0.8215800865800866,0.5,0.8,0.75,0.6,0.6666666666666666,0.6923076923076923,0.9,0.782608695652174,0.4100000000000001
8,0.79,0.8292063492063493,0.5,0.8,0.75,0.6,0.6666666666666666,0.8,0.8,0.8,0.6200000000000001
9,0.5900000000000001,0.5893281666733678,0.5,0.6,0.5,0.3,0.375,0.5,0.3,0.375,0.49000000000000005
10,0.85,0.8028646353646353,0.5,0.7,0.7,0.7,0.7,0.7272727272727273,0.8,0.7619047619047619,0.6000000000000002
