fold,test_auc,test_auc_pr,test_prevalence,test_p_at_k,f75_precision,f75_recall,f75_f1,cal_precision,cal_recall,cal_f1,cal_threshold
1,0.8041958041958042,0.4597489104384686,0.1746031746031746,0.45454545454545453,0.375,0.2727272727272727,0.3157894736842105,0.4,0.5454545454545454,0.46153846153846156,0.39000000000000007
2,0.6730769230769231,0.3719383092023659,0.1746031746031746,0.45454545454545453,0.0,0.0,0.0,0.6666666666666666,0.18181818181818182,0.2857142857142857,0.36000000000000004
3,0.6381118881118881,0.3983802887546203,0.1746031746031746,0.45454545454545453,0.5,0.09090909090909091,0.15384615384615385,0.4444444444444444,0.36363636363636365,0.4,0.39000000000000007
4,0.9769230769230769,0.9376190476190478,0.16129032258064516,0.9,0.8888888888888888,0.8,0.8421052631578947,0.75,0.9,0.8181818181818182,0.4600000000000001
5,0.7653846153846154,0.4787509984436339,0.16129032258064516,0.3,0.4,0.2,0.26666666666666666,0.25,0.2,0.2222222222222222,0.5900000000000002
6,0.9431372549019609,0.8314814814814815,0.16393442622950818,0.7,0.8333333333333334,0.5,0.625,0.7,0.7,0.7,0.22000000000000003
7,0.8509803921568627,0.6257373952883698,0.16393442622950818,0.5,1.0,0.2,0.3333333333333333,0.75,0.3,0.42857142857142855,0.4000000000000001
8,0.7862745098039216,0.6157744901848676,0.16393442622950818,0.5,0.5714285714285714,0.4,0.47058823529411764,0.46153846153846156,0.6,0.5217391304347826,0.36000000000000004
9,0.5019607843137255,0.3088310269684299,0.16393442622950818,0.2,0.4,0.2,0.26666666666666666,0.2,0.2,0.2,0.35000000000000003
10,0.8254901960784312,0.45938486988998495,0.16393442622950818,0.3,0.2727272727272727,0.3,0.2857142857142857,0.25,0.3,0.2727272727272727,0.49000000000000005
