fold,test_auc,test_auc_pr,test_prevalence,test_p_at_k,f75_precision,f75_recall,f75_f1,cal_precision,cal_recall,cal_f1,cal_threshold
1,0.6500441306266549,0.1729273130821689,0.010566762728146013,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.43000000000000005
2,0.5611650485436893,0.07511250904180619,0.010566762728146013,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.8200000000000002
3,0.5558693733451014,0.024862098511977255,0.010566762728146013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36000000000000004
4,0.6794174757281554,0.07905174318688613,0.009615384615384616,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.35000000000000003
5,0.806504854368932,0.28387951242212806,0.009615384615384616,0.2,0.5,0.2,0.2857142857142857,0.2857142857142857,0.2,0.23529411764705882,0.4000000000000001
6,0.442135922330097,0.10939126041617582,0.009615384615384616,0.1,0.5,0.1,0.16666666666666666,0.1111111111111111,0.1,0.10526315789473684,0.37000000000000005
7,0.5804854368932039,0.03897670279218172,0.009615384615384616,0.1,0.0,0.0,0.0,0.25,0.1,0.14285714285714285,0.33
8,0.6912621359223301,0.43188934359472536,0.009615384615384616,0.5,1.0,0.1,0.18181818181818182,0.5,0.4,0.4444444444444444,0.27
9,0.6179611650485437,0.027446386727577383,0.009615384615384616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7700000000000002
10,0.5839805825242719,0.034753969839467234,0.009615384615384616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9300000000000002
