fold,test_auc,test_auc_pr,test_prevalence,test_p_at_k,f75_precision,f75_recall,f75_f1,cal_precision,cal_recall,cal_f1,cal_threshold
1,0.6990291262135921,0.275444555766623,0.09649122807017543,0.2727272727272727,0.0,0.0,0.0,0.5,0.18181818181818182,0.26666666666666666,0.4100000000000001
2,0.6015004413062665,0.224635068263099,0.09649122807017543,0.36363636363636365,0.2,0.09090909090909091,0.125,0.4,0.36363636363636365,0.38095238095238093,0.34
3,0.6213592233009708,0.2690515062755316,0.09649122807017543,0.36363636363636365,0.3333333333333333,0.09090909090909091,0.14285714285714285,0.125,0.09090909090909091,0.10526315789473684,0.33
4,0.8572815533980582,0.6125423260949576,0.08849557522123894,0.6,0.5714285714285714,0.4,0.47058823529411764,0.4666666666666667,0.7,0.56,0.37000000000000005
5,0.8271844660194174,0.4025055316782821,0.08849557522123894,0.2,0.4,0.2,0.26666666666666666,0.2222222222222222,0.2,0.21052631578947367,0.45000000000000007
6,0.7990291262135922,0.4619923070402133,0.08849557522123894,0.3,1.0,0.3,0.46153846153846156,0.75,0.3,0.42857142857142855,0.5600000000000002
7,0.670873786407767,0.33334627162018216,0.08849557522123894,0.5,0.6,0.3,0.4,0.5,0.5,0.5,0.36000000000000004
8,0.8728155339805825,0.6859487273170138,0.08849557522123894,0.6,0.6666666666666666,0.6,0.631578947368421,0.35,0.7,0.4666666666666667,0.42000000000000004
9,0.6271844660194175,0.3486790378181023,0.08849557522123894,0.3,1.0,0.2,0.3333333333333333,0.2857142857142857,0.2,0.23529411764705882,0.4100000000000001
10,0.8330097087378641,0.5496873548012753,0.08849557522123894,0.5,0.0,0.0,0.0,0.6666666666666666,0.4,0.5,0.34
