fold,test_auc,test_auc_pr,test_prevalence,test_p_at_k,f75_precision,f75_recall,f75_f1,cal_precision,cal_recall,cal_f1,cal_threshold
1,0.784965034965035,0.576012520185231,0.1746031746031746,0.6363636363636364,0.8,0.36363636363636365,0.5,0.6363636363636364,0.6363636363636364,0.6363636363636364,0.5100000000000001
2,0.6818181818181819,0.44851451170236756,0.1746031746031746,0.45454545454545453,0.5,0.18181818181818182,0.26666666666666666,0.2857142857142857,0.18181818181818182,0.2222222222222222,0.45000000000000007
3,0.7718531468531469,0.4996890229461799,0.1746031746031746,0.45454545454545453,0.5,0.09090909090909091,0.15384615384615385,0.45454545454545453,0.45454545454545453,0.45454545454545453,0.31000000000000005
4,0.898076923076923,0.7331859410430839,0.16129032258064516,0.8,0.8333333333333334,0.5,0.625,0.6666666666666666,0.8,0.7272727272727273,0.5100000000000001
5,0.7076923076923077,0.5982070509907201,0.16129032258064516,0.5,0.8,0.4,0.5333333333333333,0.625,0.5,0.5555555555555556,0.27
6,0.696078431372549,0.4010584951684023,0.16393442622950818,0.3,0.5,0.1,0.16666666666666666,0.375,0.3,0.3333333333333333,0.39000000000000007
7,0.8019607843137255,0.5327800525507554,0.16393442622950818,0.6,0.75,0.3,0.42857142857142855,0.6,0.6,0.6,0.39000000000000007
8,0.8784313725490197,0.8052377833724583,0.16393442622950818,0.7,0.8571428571428571,0.6,0.7058823529411765,0.6153846153846154,0.8,0.6956521739130435,0.42000000000000004
9,0.7862745098039216,0.4049557876763759,0.16393442622950818,0.3,0.6666666666666666,0.2,0.3076923076923077,0.3333333333333333,0.2,0.25,0.4600000000000001
10,0.8392156862745098,0.564395039322444,0.16393442622950818,0.5,0.6666666666666666,0.4,0.5,0.3333333333333333,0.5,0.4,0.37000000000000005
