fold,test_auc,test_auc_pr,test_prevalence,test_p_at_k,f75_precision,f75_recall,f75_f1,cal_precision,cal_recall,cal_f1,cal_threshold
1,0.6857899382171226,0.36262448186245644,0.05069124423963134,0.2727272727272727,0.0,0.0,0.0,0.6,0.2727272727272727,0.375,0.39000000000000007
2,0.6293027360988526,0.1619935609098914,0.05069124423963134,0.18181818181818182,0.0,0.0,0.0,0.3333333333333333,0.09090909090909091,0.14285714285714285,0.43000000000000005
3,0.6284201235657546,0.16517179974372775,0.05069124423963134,0.18181818181818182,0.3333333333333333,0.09090909090909091,0.14285714285714285,0.2,0.09090909090909091,0.125,0.49000000000000005
4,0.7825242718446602,0.30911047453695945,0.046296296296296294,0.4,0.5,0.1,0.16666666666666666,0.375,0.3,0.3333333333333333,0.43000000000000005
5,0.7718446601941747,0.31877503054503775,0.046296296296296294,0.5,0.5,0.2,0.2857142857142857,0.42857142857142855,0.3,0.35294117647058826,0.32000000000000006
6,0.8097087378640777,0.3156163217391112,0.046296296296296294,0.2,0.5,0.2,0.2857142857142857,0.5,0.2,0.2857142857142857,0.4100000000000001
7,0.6689320388349514,0.3965316119717416,0.046296296296296294,0.4,0.6,0.3,0.4,0.5,0.3,0.375,0.39000000000000007
8,0.7344660194174757,0.42237258493140845,0.046296296296296294,0.4,0.6666666666666666,0.2,0.3076923076923077,0.6,0.3,0.4,0.44000000000000006
9,0.5684466019417476,0.11716995338793981,0.046296296296296294,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.5900000000000002
10,0.8441747572815534,0.4045599504654387,0.046296296296296294,0.4,0.6,0.3,0.4,0.375,0.3,0.3333333333333333,0.35000000000000003
