fold,test_auc,test_auc_pr,test_prevalence,test_p_at_k,f75_precision,f75_recall,f75_f1,cal_precision,cal_recall,cal_f1,cal_threshold
1,0.7835497835497836,0.7477086656034024,0.34375,0.6363636363636364,0.8,0.36363636363636365,0.5,0.8333333333333334,0.45454545454545453,0.5882352941176471,0.5400000000000001
2,0.658008658008658,0.590551871218707,0.34375,0.5454545454545454,0.75,0.2727272727272727,0.4,0.5714285714285714,0.36363636363636365,0.4444444444444444,0.42000000000000004
3,0.7575757575757576,0.7542255538579068,0.34375,0.6363636363636364,1.0,0.18181818181818182,0.3076923076923077,0.8,0.36363636363636365,0.5,0.5000000000000001
4,0.8857142857142857,0.9029651352231998,0.3225806451612903,0.8,0.8,0.8,0.8,0.8181818181818182,0.9,0.8571428571428571,0.5100000000000001
5,0.8714285714285714,0.8436688311688312,0.3225806451612903,0.8,0.7272727272727273,0.8,0.7619047619047619,0.7272727272727273,0.8,0.7619047619047619,0.6100000000000001
6,0.8238095238095238,0.7275557775557775,0.3225806451612903,0.6,0.7142857142857143,0.5,0.5882352941176471,0.6363636363636364,0.7,0.6666666666666666,0.5000000000000001
7,0.66,0.6290663767569393,0.3333333333333333,0.4,0.5714285714285714,0.4,0.47058823529411764,0.4166666666666667,0.5,0.45454545454545453,0.43000000000000005
8,0.8350000000000001,0.7668253968253967,0.3333333333333333,0.8,0.7142857142857143,0.5,0.5882352941176471,0.6666666666666666,0.8,0.7272727272727273,0.44000000000000006
9,0.645,0.6120157970684286,0.3333333333333333,0.5,1.0,0.2,0.3333333333333333,0.5454545454545454,0.6,0.5714285714285714,0.4600000000000001
10,0.865,0.756612554112554,0.3333333333333333,0.6,0.8,0.4,0.5333333333333333,0.5833333333333334,0.7,0.6363636363636364,0.4600000000000001
