fold,test_auc,test_auc_pr,test_prevalence,test_p_at_k,f75_precision,f75_recall,f75_f1,cal_precision,cal_recall,cal_f1,cal_threshold
1,0.6012356575463371,0.0757231864818819,0.02091254752851711,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.5900000000000002
2,0.5853486319505737,0.03642652159840758,0.02091254752851711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31000000000000005
3,0.5270962047661075,0.05425863476052332,0.02091254752851711,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.30000000000000004
4,0.6425242718446602,0.20933957805163797,0.01904761904761905,0.2,1.0,0.1,0.18181818181818182,0.08108108108108109,0.3,0.1276595744680851,0.22000000000000003
5,0.7939805825242718,0.2757761515240651,0.01904761904761905,0.3,0.5,0.2,0.2857142857142857,0.4,0.2,0.26666666666666666,0.6500000000000001
6,0.7409708737864078,0.2344205558104239,0.01904761904761905,0.2,0.6666666666666666,0.2,0.3076923076923077,0.3333333333333333,0.2,0.25,0.4000000000000001
7,0.6530097087378641,0.1290583105305796,0.01904761904761905,0.2,0.3333333333333333,0.1,0.15384615384615385,0.2,0.1,0.13333333333333333,0.44000000000000006
8,0.6932038834951456,0.3663009225718036,0.01904761904761905,0.5,0.5,0.1,0.16666666666666666,0.6666666666666666,0.2,0.3076923076923077,0.31000000000000005
9,0.5906796116504854,0.04547709989184699,0.01904761904761905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37000000000000005
10,0.7487378640776698,0.06985725884517152,0.01904761904761905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31000000000000005
