fold,test_auc,test_auc_pr,test_prevalence,test_p_at_k,f75_precision,f75_recall,f75_f1,cal_precision,cal_recall,cal_f1,cal_threshold
1,0.7685789938217124,0.2685813198654832,0.02091254752851711,0.2727272727272727,1.0,0.09090909090909091,0.16666666666666666,0.5,0.09090909090909091,0.15384615384615385,0.5700000000000002
2,0.6068843777581642,0.05593359503589988,0.02091254752851711,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.5000000000000001
3,0.5503971756398941,0.04613607894723952,0.02091254752851711,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.24000000000000005
4,0.690485436893204,0.25821407851057837,0.01904761904761905,0.4,0.0,0.0,0.0,0.75,0.3,0.42857142857142855,0.36000000000000004
5,0.8621359223300972,0.23955216994371856,0.01904761904761905,0.3,0.6666666666666666,0.2,0.3076923076923077,0.4,0.2,0.26666666666666666,0.5800000000000002
6,0.6143689320388349,0.23003715540556155,0.01904761904761905,0.2,1.0,0.1,0.18181818181818182,0.18181818181818182,0.2,0.19047619047619047,0.39000000000000007
7,0.6320388349514563,0.15760144114350366,0.01904761904761905,0.1,0.3333333333333333,0.1,0.15384615384615385,0.3333333333333333,0.1,0.15384615384615385,0.6500000000000001
8,0.8341747572815533,0.3814223051658997,0.01904761904761905,0.3,0.6666666666666666,0.2,0.3076923076923077,0.42857142857142855,0.3,0.35294117647058826,0.32000000000000006
9,0.6254368932038835,0.09608911631744624,0.01904761904761905,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.4700000000000001
10,0.8351456310679612,0.25056488597446974,0.01904761904761905,0.3,0.5,0.1,0.16666666666666666,0.4,0.2,0.26666666666666666,0.36000000000000004
