fold,test_auc,test_auc_pr,test_prevalence,test_p_at_k,f75_precision,f75_recall,f75_f1,cal_precision,cal_recall,cal_f1,cal_threshold
1,0.6458958517210944,0.05479415952062712,0.010566762728146013,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.44000000000000006
2,0.5783759929390997,0.017519193245759852,0.010566762728146013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42000000000000004
3,0.5763459841129743,0.042735707194581085,0.010566762728146013,0.09090909090909091,0.0,0.0,0.0,0.1,0.09090909090909091,0.09523809523809523,0.24000000000000005
4,0.7259223300970874,0.10152707015047387,0.009615384615384616,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.35000000000000003
5,0.8390291262135923,0.2308758962911931,0.009615384615384616,0.2,0.3333333333333333,0.2,0.25,0.25,0.2,0.2222222222222222,0.5700000000000002
6,0.5477669902912621,0.02654467949127815,0.009615384615384616,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.4800000000000001
7,0.6180582524271845,0.11810419694067695,0.009615384615384616,0.1,0.3333333333333333,0.1,0.15384615384615385,0.16666666666666666,0.1,0.125,0.5700000000000002
8,0.5859223300970874,0.06860405764701523,0.009615384615384616,0.1,0.0,0.0,0.0,0.16666666666666666,0.1,0.125,0.26000000000000006
9,0.590873786407767,0.029745417022827073,0.009615384615384616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5200000000000001
10,0.828252427184466,0.08178101488441367,0.009615384615384616,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.37000000000000005
