fold,test_auc,test_auc_pr,test_prevalence,test_p_at_k,f75_precision,f75_recall,f75_f1,cal_precision,cal_recall,cal_f1,cal_threshold
1,0.8755516328331863,0.5161169188467791,0.09649122807017543,0.45454545454545453,0.6,0.2727272727272727,0.375,0.6666666666666666,0.36363636363636365,0.47058823529411764,0.36000000000000004
2,0.6345984112974405,0.2802105375121804,0.09649122807017543,0.2727272727272727,0.5,0.18181818181818182,0.26666666666666666,0.375,0.2727272727272727,0.3157894736842105,0.30000000000000004
3,0.6999117387466902,0.3361870076748139,0.09649122807017543,0.36363636363636365,0.6666666666666666,0.18181818181818182,0.2857142857142857,0.4,0.18181818181818182,0.25,0.4800000000000001
4,0.7417475728155339,0.5964028249134632,0.08849557522123894,0.5,1.0,0.2,0.3333333333333333,0.45454545454545453,0.5,0.47619047619047616,0.29000000000000004
5,0.8514563106796116,0.5467328346165857,0.08849557522123894,0.6,1.0,0.2,0.3333333333333333,0.5,0.3,0.375,0.44000000000000006
6,0.7689320388349515,0.3910584130781499,0.08849557522123894,0.4,0.6666666666666666,0.2,0.3076923076923077,0.5,0.4,0.4444444444444444,0.39000000000000007
7,0.8388349514563107,0.4590089228879548,0.08849557522123894,0.4,0.6666666666666666,0.2,0.3076923076923077,0.5,0.4,0.4444444444444444,0.42000000000000004
8,0.7830097087378641,0.40783308884800185,0.08849557522123894,0.5,0.5,0.2,0.2857142857142857,0.625,0.5,0.5555555555555556,0.38000000000000006
9,0.6650485436893203,0.2413381337747608,0.08849557522123894,0.2,0.0,0.0,0.0,0.3333333333333333,0.2,0.25,0.42000000000000004
10,0.7883495145631068,0.3944597069597069,0.08849557522123894,0.3,1.0,0.1,0.18181818181818182,0.3,0.3,0.3,0.4100000000000001
