fold,test_auc,test_auc_pr,test_prevalence,test_p_at_k,f75_precision,f75_recall,f75_f1,cal_precision,cal_recall,cal_f1,cal_threshold
1,0.645021645021645,0.45386594082246257,0.34375,0.45454545454545453,0.3333333333333333,0.18181818181818182,0.23529411764705882,0.5333333333333333,0.7272727272727273,0.6153846153846154,0.5000000000000001
2,0.6190476190476192,0.5695295907795908,0.34375,0.45454545454545453,0.5714285714285714,0.36363636363636365,0.4444444444444444,0.5714285714285714,0.36363636363636365,0.4444444444444444,0.6100000000000001
3,0.8744588744588745,0.8483266733266733,0.34375,0.7272727272727273,1.0,0.2727272727272727,0.42857142857142855,0.8571428571428571,0.5454545454545454,0.6666666666666666,0.4600000000000001
4,0.8761904761904763,0.881060606060606,0.3225806451612903,0.7,0.875,0.7,0.7777777777777778,0.6923076923076923,0.9,0.782608695652174,0.4000000000000001
5,0.8571428571428571,0.8083458646616541,0.3225806451612903,0.7,1.0,0.2,0.3333333333333333,0.6666666666666666,0.6,0.631578947368421,0.43000000000000005
6,0.7047619047619047,0.695467646388699,0.3225806451612903,0.6,0.75,0.3,0.42857142857142855,0.8333333333333334,0.5,0.625,0.5800000000000002
7,0.8400000000000001,0.7325270562770562,0.3333333333333333,0.7,0.75,0.3,0.42857142857142855,0.7142857142857143,0.5,0.5882352941176471,0.35000000000000003
8,0.715,0.6983333333333333,0.3333333333333333,0.6,0.625,0.5,0.5555555555555556,0.5555555555555556,0.5,0.5263157894736842,0.5900000000000002
9,0.515,0.487501687854629,0.3333333333333333,0.3,0.42857142857142855,0.3,0.35294117647058826,0.3,0.3,0.3,0.42000000000000004
10,0.865,0.7820785494698538,0.3333333333333333,0.7,1.0,0.2,0.3333333333333333,0.6,0.9,0.72,0.44000000000000006
