fold,test_auc,test_auc_pr,test_prevalence,test_p_at_k,f75_precision,f75_recall,f75_f1,cal_precision,cal_recall,cal_f1,cal_threshold
1,0.6827007943512798,0.1932606119370825,0.05069124423963134,0.2727272727272727,0.0,0.0,0.0,0.3,0.2727272727272727,0.2857142857142857,0.33
2,0.7184466019417476,0.20357313988926679,0.05069124423963134,0.2727272727272727,0.3333333333333333,0.09090909090909091,0.14285714285714285,0.2222222222222222,0.18181818181818182,0.2,0.28
3,0.734333627537511,0.2334247635593898,0.05069124423963134,0.18181818181818182,0.3333333333333333,0.09090909090909091,0.14285714285714285,0.2857142857142857,0.18181818181818182,0.2222222222222222,0.4800000000000001
4,0.695631067961165,0.38764047657250983,0.046296296296296294,0.4,1.0,0.2,0.3333333333333333,0.5,0.3,0.375,0.37000000000000005
5,0.6912621359223301,0.381918469963433,0.046296296296296294,0.4,1.0,0.2,0.3333333333333333,0.36363636363636365,0.4,0.38095238095238093,0.26000000000000006
6,0.7815533980582524,0.3827411694936891,0.046296296296296294,0.4,0.5,0.2,0.2857142857142857,0.5,0.2,0.2857142857142857,0.7200000000000002
7,0.6800970873786407,0.3153791599397539,0.046296296296296294,0.3,1.0,0.2,0.3333333333333333,0.3333333333333333,0.2,0.25,0.34
8,0.708252427184466,0.28165861243894896,0.046296296296296294,0.4,0.5,0.2,0.2857142857142857,0.3333333333333333,0.4,0.36363636363636365,0.38000000000000006
9,0.7577669902912622,0.16884783157017982,0.046296296296296294,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.44000000000000006
10,0.8825242718446602,0.269572489739967,0.046296296296296294,0.4,0.4,0.2,0.26666666666666666,0.3076923076923077,0.4,0.34782608695652173,0.4000000000000001
