fold,test_accuracy,test_precision,test_recall,test_f_1,test_FPR,test_FNR,test_auc,test_auc_pr,test_prevalence,test_auc_pr_lift,test_p_at_k,test_r_at_k
1,0.9359580052493438,0.9850187265917603,0.6902887139107612,0.8117283950617284,0.0026246719160104987,0.30971128608923887,0.9546615482119853,0.9138149808145157,0.2,4.569074904072578,0.8188976377952756,0.8188976377952756
2,0.9506561679790027,0.979933110367893,0.7690288713910761,0.861764705882353,0.003937007874015748,0.23097112860892388,0.9741631705485634,0.9406128004285191,0.2,4.703064002142596,0.8661417322834646,0.8661417322834646
3,0.9322478991596639,0.9632352941176471,0.6876640419947506,0.8024502297090352,0.006565988181221274,0.3123359580052493,0.9718429401840201,0.9259242864544134,0.20010504201680673,4.627191184801058,0.8582677165354331,0.8582677165354331
4,0.9448529411764706,0.9859154929577465,0.7349081364829396,0.8421052631578947,0.0026263952724885093,0.2650918635170604,0.9695448443205925,0.9295666923710025,0.20010504201680673,4.645393654263487,0.8267716535433071,0.8267716535433071
5,0.9427521008403361,0.9563758389261745,0.7480314960629921,0.8394698085419735,0.008535784635587657,0.25196850393700787,0.9688865221459925,0.9161190919640979,0.20010504201680673,4.57819094776809,0.8556430446194225,0.8556430446194225
6,0.9364495798319328,0.9609929078014184,0.7112860892388452,0.8174962292609351,0.007222586999343401,0.2887139107611549,0.9700609895857568,0.9194258924207845,0.20010504201680673,4.5947162707852325,0.8608923884514436,0.8608923884514436
7,0.9364495798319328,0.9609929078014184,0.7112860892388452,0.8174962292609351,0.007222586999343401,0.2887139107611549,0.9579483785800575,0.8961344986772869,0.20010504201680673,4.478320434334788,0.8372703412073491,0.8372703412073491
8,0.9548319327731093,0.9836065573770492,0.7874015748031497,0.8746355685131195,0.003282994090610637,0.2125984251968504,0.9767501977551558,0.9484232143115022,0.20010504201680673,4.739626771782415,0.868766404199475,0.868766404199475
9,0.9500788229111928,0.9552715654952076,0.7868421052631579,0.862914862914863,0.009192383453709783,0.2131578947368421,0.9724513598507101,0.9100318542703776,0.19968470835522859,4.557343733359286,0.881578947368421,0.881578947368421
10,0.9416710457172885,0.9719298245614035,0.7289473684210527,0.8330827067669173,0.005252790544977019,0.2710526315789474,0.9654672218958429,0.9123478681276619,0.19968470835522859,4.568942086965633,0.8368421052631579,0.8368421052631579
