fold,test_auc,test_auc_pr,test_prevalence,test_p_at_k,f75_precision,f75_recall,f75_f1,cal_precision,cal_recall,cal_f1,cal_threshold
1,0.6267431597528685,0.03584570933174787,0.010566762728146013,0.09090909090909091,0.06451612903225806,0.18181818181818182,0.09523809523809523,0.16666666666666666,0.09090909090909091,0.11764705882352941,0.9200000000000003
2,0.7173874669020299,0.03241560714071297,0.010566762728146013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8100000000000002
3,0.765666372462489,0.15083132490845594,0.010566762728146013,0.18181818181818182,0.075,0.2727272727272727,0.11764705882352941,0.11764705882352941,0.18181818181818182,0.14285714285714285,0.8900000000000002
4,0.7415533980582524,0.08414511834954638,0.009615384615384616,0.2,0.08,0.2,0.11428571428571428,0.25,0.2,0.2222222222222222,0.9200000000000003
5,0.7909708737864078,0.044918902399429486,0.009615384615384616,0.0,0.05405405405405406,0.2,0.0851063829787234,0.0,0.0,0.0,0.9300000000000002
6,0.6793203883495146,0.11854382369789096,0.009615384615384616,0.1,0.030303030303030304,0.1,0.046511627906976744,0.029411764705882353,0.1,0.045454545454545456,0.7400000000000002
7,0.5789320388349515,0.05873569445537181,0.009615384615384616,0.2,0.0,0.0,0.0,0.2222222222222222,0.2,0.21052631578947367,0.7000000000000002
8,0.7692233009708738,0.2230672295304628,0.009615384615384616,0.2,0.07692307692307693,0.2,0.1111111111111111,0.1111111111111111,0.2,0.14285714285714285,0.8000000000000002
9,0.6569902912621359,0.04766180514989633,0.009615384615384616,0.1,0.045454545454545456,0.1,0.0625,0.09090909090909091,0.1,0.09523809523809523,0.8600000000000002
10,0.7761165048543689,0.09670311224556535,0.009615384615384616,0.2,0.16666666666666666,0.3,0.21428571428571427,0.2,0.2,0.2,0.8600000000000002
