fold,test_auc,test_auc_pr,test_prevalence,test_p_at_k,f75_precision,f75_recall,f75_f1,cal_precision,cal_recall,cal_f1,cal_threshold
1,0.49249779346866723,0.13591462097536577,0.02091254752851711,0.18181818181818182,0.1,0.18181818181818182,0.12903225806451613,0.10526315789473684,0.18181818181818182,0.13333333333333333,0.7800000000000001
2,0.5985878199470432,0.12043922718681167,0.02091254752851711,0.09090909090909091,0.04,0.09090909090909091,0.05555555555555555,0.037037037037037035,0.09090909090909091,0.05263157894736842,0.7300000000000002
3,0.8077669902912621,0.21469689096694108,0.02091254752851711,0.2727272727272727,0.13793103448275862,0.36363636363636365,0.2,0.16,0.36363636363636365,0.2222222222222222,0.8000000000000002
4,0.5893203883495145,0.08045083977606046,0.01904761904761905,0.2,0.07142857142857142,0.2,0.10526315789473684,0.13333333333333333,0.2,0.16,0.8700000000000002
5,0.726990291262136,0.08980038076960188,0.01904761904761905,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.6500000000000001
6,0.4658252427184466,0.12262819670385325,0.01904761904761905,0.1,0.05555555555555555,0.1,0.07142857142857142,0.25,0.1,0.14285714285714285,0.9200000000000003
7,0.670873786407767,0.09814734139530992,0.01904761904761905,0.2,0.16666666666666666,0.1,0.125,0.1111111111111111,0.1,0.10526315789473684,0.7200000000000002
8,0.7883495145631068,0.21831930781250447,0.01904761904761905,0.2,0.12,0.3,0.17142857142857143,0.1,0.2,0.13333333333333333,0.8000000000000002
9,0.7153398058252427,0.12500115919821173,0.01904761904761905,0.2,0.16666666666666666,0.1,0.125,0.15384615384615385,0.2,0.17391304347826086,0.6900000000000002
10,0.8372815533980582,0.14849854697180168,0.01904761904761905,0.2,0.08333333333333333,0.2,0.11764705882352941,0.08333333333333333,0.2,0.11764705882352941,0.7500000000000002
