fold,test_auc,test_auc_pr,test_prevalence,test_p_at_k,f75_precision,f75_recall,f75_f1,cal_precision,cal_recall,cal_f1,cal_threshold
1,0.5978817299205649,0.06499840727480319,0.02091254752851711,0.18181818181818182,0.11764705882352941,0.18181818181818182,0.14285714285714285,0.16666666666666666,0.18181818181818182,0.17391304347826086,0.8200000000000002
2,0.6700794351279789,0.07102993516083839,0.02091254752851711,0.09090909090909091,0.14285714285714285,0.18181818181818182,0.16,0.08823529411764706,0.2727272727272727,0.13333333333333333,0.6500000000000001
3,0.8421006178287731,0.22672489638489352,0.02091254752851711,0.2727272727272727,0.29411764705882354,0.45454545454545453,0.35714285714285715,0.22727272727272727,0.45454545454545453,0.30303030303030304,0.7200000000000002
4,0.6454368932038834,0.1544018622345557,0.01904761904761905,0.1,0.08,0.2,0.11428571428571428,0.09090909090909091,0.2,0.125,0.8000000000000002
5,0.7174757281553399,0.06876459419624757,0.01904761904761905,0.0,0.08333333333333333,0.2,0.11764705882352941,0.0,0.0,0.0,0.8000000000000002
6,0.6013592233009709,0.1273700163819547,0.01904761904761905,0.1,0.04,0.1,0.05714285714285714,0.02857142857142857,0.1,0.044444444444444446,0.6900000000000002
7,0.7353398058252427,0.0792647147284121,0.01904761904761905,0.1,0.10344827586206896,0.3,0.15384615384615385,0.125,0.3,0.17647058823529413,0.7900000000000001
8,0.5590291262135922,0.12530830433067217,0.01904761904761905,0.1,0.16666666666666666,0.1,0.125,0.06666666666666667,0.1,0.08,0.6400000000000001
9,0.6429126213592232,0.14205445960103963,0.01904761904761905,0.1,0.5,0.1,0.16666666666666666,0.16666666666666666,0.1,0.125,0.6300000000000001
10,0.7186407766990291,0.053185660595479765,0.01904761904761905,0.0,0.037037037037037035,0.1,0.05405405405405406,0.047619047619047616,0.1,0.06451612903225806,0.8100000000000002
