fold,test_auc,test_auc_pr,test_prevalence,test_p_at_k,f75_precision,f75_recall,f75_f1,cal_precision,cal_recall,cal_f1,cal_threshold
1,0.8140495867768596,0.8036287242169595,0.5,0.7272727272727273,0.6153846153846154,0.7272727272727273,0.6666666666666666,0.6153846153846154,0.7272727272727273,0.6666666666666666,0.7200000000000002
2,0.8925619834710743,0.9393939393939394,0.5,0.8181818181818182,1.0,0.6363636363636364,0.7777777777777778,1.0,0.7272727272727273,0.8421052631578947,0.5500000000000002
3,0.8181818181818182,0.8635576544667454,0.5,0.8181818181818182,0.7777777777777778,0.6363636363636364,0.7,0.6428571428571429,0.8181818181818182,0.72,0.6100000000000001
4,0.8300000000000001,0.8173015873015874,0.5,0.8,0.6666666666666666,1.0,0.8,0.6666666666666666,1.0,0.8,0.6600000000000001
5,0.73,0.8154933903385916,0.5,0.7,0.7777777777777778,0.7,0.7368421052631579,0.7,0.7,0.7,0.6800000000000002
6,0.9400000000000001,0.9503174603174603,0.5,0.9,1.0,0.7,0.8235294117647058,0.8181818181818182,0.9,0.8571428571428571,0.6100000000000001
7,0.81,0.8651723276723277,0.5,0.7,0.875,0.7,0.7777777777777778,0.7272727272727273,0.8,0.7619047619047619,0.6400000000000001
8,0.8200000000000001,0.8848856209150326,0.5,0.8,0.8888888888888888,0.8,0.8421052631578947,0.5294117647058824,0.9,0.6666666666666666,0.5100000000000001
9,0.79,0.8593866294524188,0.5,0.7,0.75,0.6,0.6666666666666666,0.7777777777777778,0.7,0.7368421052631579,0.38000000000000006
10,0.77,0.8489772727272726,0.5,0.7,0.8571428571428571,0.6,0.7058823529411765,0.7,0.7,0.7,0.5700000000000002
