fold,test_auc,test_auc_pr,test_prevalence,test_p_at_k,f75_precision,f75_recall,f75_f1,cal_precision,cal_recall,cal_f1,cal_threshold
1,0.5935569285083848,0.023723623668805826,0.010566762728146013,0.0,0.027777777777777776,0.09090909090909091,0.0425531914893617,0.0,0.0,0.0,0.9000000000000002
2,0.6675198587819947,0.06737257447225327,0.010566762728146013,0.09090909090909091,0.037037037037037035,0.09090909090909091,0.05263157894736842,0.1111111111111111,0.09090909090909091,0.1,0.8700000000000002
3,0.8631950573698146,0.20153710604995093,0.010566762728146013,0.2727272727272727,0.17647058823529413,0.5454545454545454,0.26666666666666666,0.23529411764705882,0.36363636363636365,0.2857142857142857,0.8800000000000002
4,0.7242718446601942,0.10993051006334544,0.009615384615384616,0.2,0.09523809523809523,0.2,0.12903225806451613,0.25,0.2,0.2222222222222222,0.8500000000000002
5,0.7472815533980582,0.049756089921208564,0.009615384615384616,0.0,0.08695652173913043,0.2,0.12121212121212122,0.0,0.0,0.0,0.9200000000000003
6,0.41009708737864076,0.057945614056539176,0.009615384615384616,0.1,0.16666666666666666,0.1,0.125,0.018518518518518517,0.1,0.03125,0.5500000000000002
7,0.7103883495145631,0.05402697508859505,0.009615384615384616,0.1,0.07407407407407407,0.2,0.10810810810810811,0.0625,0.1,0.07692307692307693,0.8100000000000002
8,0.6685436893203884,0.2126926645577505,0.009615384615384616,0.2,0.07142857142857142,0.2,0.10526315789473684,0.2857142857142857,0.2,0.23529411764705882,0.8900000000000002
9,0.6995145631067962,0.03518463014878174,0.009615384615384616,0.1,0.034482758620689655,0.1,0.05128205128205128,0.03333333333333333,0.1,0.05,0.7300000000000002
10,0.5547572815533981,0.04876425859364063,0.009615384615384616,0.1,0.023255813953488372,0.1,0.03773584905660377,0.058823529411764705,0.1,0.07407407407407407,0.9000000000000002
