fold,test_auc,test_auc_pr,test_prevalence,test_p_at_k,f75_precision,f75_recall,f75_f1,cal_precision,cal_recall,cal_f1,cal_threshold
1,0.7662337662337663,0.7295268474215841,0.34375,0.5454545454545454,0.46153846153846156,0.5454545454545454,0.5,0.46153846153846156,0.5454545454545454,0.5,0.6200000000000001
2,0.6926406926406927,0.6220295301846104,0.34375,0.5454545454545454,0.6666666666666666,0.36363636363636365,0.47058823529411764,0.5555555555555556,0.45454545454545453,0.5,0.7000000000000002
3,0.8181818181818181,0.7718373093038868,0.34375,0.7272727272727273,0.6666666666666666,0.5454545454545454,0.6,0.6923076923076923,0.8181818181818182,0.75,0.6400000000000001
4,0.7714285714285715,0.7307649757649757,0.3225806451612903,0.6,0.6,0.6,0.6,0.5333333333333333,0.8,0.64,0.5700000000000002
5,0.5714285714285714,0.5283950415741587,0.3225806451612903,0.4,0.36363636363636365,0.4,0.38095238095238093,0.36363636363636365,0.4,0.38095238095238093,0.5100000000000001
6,0.7190476190476192,0.6491628264208908,0.3225806451612903,0.7,0.75,0.3,0.42857142857142855,0.6666666666666666,0.4,0.5,0.6600000000000001
7,0.74,0.7166191222570533,0.3333333333333333,0.6,0.6666666666666666,0.6,0.631578947368421,0.6,0.6,0.6,0.6300000000000001
8,0.925,0.9316666666666668,0.3333333333333333,0.9,1.0,0.6,0.75,0.6,0.9,0.72,0.5300000000000001
9,0.625,0.6849892521271832,0.3333333333333333,0.5,0.8333333333333334,0.5,0.625,0.5555555555555556,0.5,0.5263157894736842,0.060000000000000005
10,0.96,0.9283119658119658,0.3333333333333333,0.8,0.75,0.9,0.8181818181818182,0.5882352941176471,1.0,0.7407407407407407,0.42000000000000004
