fold,test_auc,test_auc_pr,test_prevalence,test_p_at_k,f75_precision,f75_recall,f75_f1,cal_precision,cal_recall,cal_f1,cal_threshold
1,0.7748917748917749,0.7142288267288268,0.34375,0.5454545454545454,0.5,0.5454545454545454,0.5217391304347826,0.5384615384615384,0.6363636363636364,0.5833333333333334,0.5500000000000002
2,0.696969696969697,0.6594052043638037,0.34375,0.6363636363636364,0.5714285714285714,0.36363636363636365,0.4444444444444444,0.5384615384615384,0.6363636363636364,0.5833333333333334,0.5100000000000001
3,0.9177489177489178,0.8869630369630369,0.34375,0.7272727272727273,1.0,0.5454545454545454,0.7058823529411765,0.6666666666666666,0.7272727272727273,0.6956521739130435,0.5500000000000002
4,0.6619047619047619,0.6979395095079188,0.3225806451612903,0.7,0.6666666666666666,0.6,0.631578947368421,0.5,0.7,0.5833333333333334,0.5700000000000002
5,0.6428571428571429,0.5457252072074097,0.3225806451612903,0.6,0.5833333333333334,0.7,0.6363636363636364,0.5833333333333334,0.7,0.6363636363636364,0.42000000000000004
6,0.8666666666666667,0.7920970206264324,0.3225806451612903,0.7,0.7,0.7,0.7,0.5333333333333333,0.8,0.64,0.4100000000000001
7,0.655,0.579798423348119,0.3333333333333333,0.6,0.5,0.2,0.2857142857142857,0.6666666666666666,0.6,0.631578947368421,0.5500000000000002
8,0.8025,0.5964772727272728,0.3333333333333333,0.7,0.5714285714285714,0.4,0.47058823529411764,0.7272727272727273,0.8,0.7619047619047619,0.5800000000000002
9,0.625,0.5248646876414571,0.3333333333333333,0.5,0.3333333333333333,0.1,0.15384615384615385,0.5,0.4,0.4444444444444444,0.5500000000000002
10,0.8675,0.7372799422799423,0.3333333333333333,0.8,0.7272727272727273,0.8,0.7619047619047619,0.6153846153846154,0.8,0.6956521739130435,0.5500000000000002
