fold,test_auc,test_auc_pr,test_prevalence,test_p_at_k,f75_precision,f75_recall,f75_f1,cal_precision,cal_recall,cal_f1,cal_threshold
1,0.6738746690203,0.19935867247423292,0.05069124423963134,0.18181818181818182,0.15384615384615385,0.18181818181818182,0.16666666666666666,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.8300000000000002
2,0.6619593998234774,0.09113454851194296,0.05069124423963134,0.09090909090909091,0.06666666666666667,0.09090909090909091,0.07692307692307693,0.06666666666666667,0.09090909090909091,0.07692307692307693,0.7100000000000002
3,0.8120035304501325,0.41104148290849063,0.05069124423963134,0.36363636363636365,0.2857142857142857,0.36363636363636365,0.32,0.2857142857142857,0.36363636363636365,0.32,0.7700000000000002
4,0.6097087378640776,0.19964437864111256,0.046296296296296294,0.3,0.2,0.4,0.26666666666666666,0.2,0.4,0.26666666666666666,0.7500000000000002
5,0.7048543689320388,0.282906322395587,0.046296296296296294,0.3,0.23529411764705882,0.4,0.2962962962962963,0.2727272727272727,0.6,0.375,0.6400000000000001
6,0.6014563106796117,0.2089798000675227,0.046296296296296294,0.2,0.25,0.2,0.2222222222222222,0.16666666666666666,0.2,0.18181818181818182,0.6900000000000002
7,0.7509708737864078,0.20433608058608058,0.046296296296296294,0.2,0.20833333333333334,0.5,0.29411764705882354,0.2,0.4,0.26666666666666666,0.8000000000000002
8,0.8446601941747574,0.3771377546357248,0.046296296296296294,0.3,0.25,0.5,0.3333333333333333,0.25,0.5,0.3333333333333333,0.7000000000000002
9,0.6281553398058252,0.21133241074092254,0.046296296296296294,0.2,0.25,0.1,0.14285714285714285,0.25,0.2,0.2222222222222222,0.6100000000000001
10,0.7223300970873787,0.20255613478787007,0.046296296296296294,0.1,0.13043478260869565,0.3,0.18181818181818182,0.11538461538461539,0.3,0.16666666666666666,0.7400000000000002
