fold,test_auc,test_auc_pr,test_prevalence,test_p_at_k,f75_precision,f75_recall,f75_f1,cal_precision,cal_recall,cal_f1,cal_threshold
1,0.7537511032656664,0.5235891348692869,0.09649122807017543,0.45454545454545453,0.35294117647058826,0.5454545454545454,0.42857142857142855,0.35294117647058826,0.5454545454545454,0.42857142857142855,0.5900000000000002
2,0.6381288614298324,0.22436779493140316,0.09649122807017543,0.2727272727272727,0.19047619047619047,0.36363636363636365,0.25,0.2222222222222222,0.5454545454545454,0.3157894736842105,0.49000000000000005
3,0.822594880847308,0.5100352418534237,0.09649122807017543,0.45454545454545453,0.375,0.5454545454545454,0.4444444444444444,0.3684210526315789,0.6363636363636364,0.4666666666666667,0.5900000000000002
4,0.6864077669902913,0.37873488574511593,0.08849557522123894,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.6800000000000002
5,0.6563106796116505,0.21097665836246005,0.08849557522123894,0.2,0.2,0.3,0.24,0.15789473684210525,0.3,0.20689655172413793,0.5500000000000002
6,0.7116504854368932,0.25629999889662936,0.08849557522123894,0.3,0.1875,0.3,0.23076923076923078,0.15789473684210525,0.3,0.20689655172413793,0.26000000000000006
7,0.5951456310679611,0.32480078775777277,0.08849557522123894,0.4,1.0,0.1,0.18181818181818182,0.2857142857142857,0.4,0.3333333333333333,0.5300000000000001
8,0.858252427184466,0.4188021927663871,0.08849557522123894,0.4,0.4,0.4,0.4,0.4166666666666667,0.5,0.45454545454545453,0.6900000000000002
9,0.5558252427184467,0.17526756658776363,0.08849557522123894,0.1,0.25,0.4,0.3076923076923077,0.2,0.3,0.24,0.8300000000000002
10,0.7048543689320389,0.28303732012555544,0.08849557522123894,0.4,0.0,0.0,0.0,0.4,0.2,0.26666666666666666,0.5700000000000002
