fold,test_auc,test_auc_pr,test_prevalence,test_p_at_k,f75_precision,f75_recall,f75_f1,cal_precision,cal_recall,cal_f1,cal_threshold
1,0.7972027972027972,0.6030276541640178,0.1746031746031746,0.5454545454545454,0.5384615384615384,0.6363636363636364,0.5833333333333334,0.4666666666666667,0.6363636363636364,0.5384615384615384,0.44000000000000006
2,0.6346153846153847,0.3111827617769893,0.1746031746031746,0.36363636363636365,0.2777777777777778,0.45454545454545453,0.3448275862068966,0.25,0.45454545454545453,0.3225806451612903,0.33
3,0.8793706293706294,0.7241306966465528,0.1746031746031746,0.6363636363636364,0.6428571428571429,0.8181818181818182,0.72,0.47368421052631576,0.8181818181818182,0.6,0.35000000000000003
4,0.7951923076923078,0.6897227701484776,0.16129032258064516,0.6,0.5384615384615384,0.7,0.6086956521739131,0.5,0.7,0.5833333333333334,0.5500000000000002
5,0.75,0.43589746182627154,0.16129032258064516,0.4,0.2777777777777778,0.5,0.35714285714285715,0.25,0.5,0.3333333333333333,0.38000000000000006
6,0.7931372549019609,0.4769952210274791,0.16393442622950818,0.5,0.3333333333333333,0.6,0.42857142857142855,0.3333333333333333,0.7,0.45161290322580644,0.44000000000000006
7,0.7764705882352941,0.4767056871812564,0.16393442622950818,0.5,0.6,0.3,0.4,0.3333333333333333,0.5,0.4,0.5500000000000002
8,0.8294117647058823,0.5964434478564913,0.16393442622950818,0.5,0.625,0.5,0.5555555555555556,0.4375,0.7,0.5384615384615384,0.5900000000000002
9,0.5294117647058824,0.303957616747041,0.16393442622950818,0.2,0.3333333333333333,0.2,0.25,0.2857142857142857,0.2,0.23529411764705882,0.6300000000000001
10,0.8235294117647058,0.6239589358010411,0.16393442622950818,0.6,0.6,0.6,0.6,0.5,0.6,0.5454545454545454,0.5200000000000001
