fold,test_auc,test_auc_pr,test_prevalence,test_p_at_k,f75_precision,f75_recall,f75_f1,cal_precision,cal_recall,cal_f1,cal_threshold
1,0.5926573426573426,0.3526437592438723,0.1746031746031746,0.2727272727272727,0.23529411764705882,0.36363636363636365,0.2857142857142857,0.2222222222222222,0.36363636363636365,0.27586206896551724,0.30000000000000004
2,0.6783216783216783,0.4009419237246288,0.1746031746031746,0.5454545454545454,0.6,0.2727272727272727,0.375,0.5,0.45454545454545453,0.47619047619047616,0.6500000000000001
3,0.9125874125874126,0.8022962544701675,0.1746031746031746,0.7272727272727273,0.7777777777777778,0.6363636363636364,0.7,0.8,0.7272727272727273,0.7619047619047619,0.6200000000000001
4,0.7769230769230769,0.5222741282332731,0.16129032258064516,0.5,0.38461538461538464,0.5,0.43478260869565216,0.38461538461538464,0.5,0.43478260869565216,0.7100000000000002
5,0.7,0.2859024233484496,0.16129032258064516,0.3,0.16666666666666666,0.1,0.125,0.35294117647058826,0.6,0.4444444444444444,0.6200000000000001
6,0.8431372549019608,0.6131999527819961,0.16393442622950818,0.5,0.5,0.6,0.5454545454545454,0.5384615384615384,0.7,0.6086956521739131,0.6600000000000001
7,0.8274509803921568,0.682576378666766,0.16393442622950818,0.6,0.5333333333333333,0.8,0.64,0.5,0.8,0.6153846153846154,0.4100000000000001
8,0.696078431372549,0.4934296405349037,0.16393442622950818,0.4,0.4444444444444444,0.4,0.42105263157894735,0.35714285714285715,0.5,0.4166666666666667,0.5600000000000002
9,0.6254901960784314,0.310988182988183,0.16393442622950818,0.3,0.2222222222222222,0.2,0.21052631578947367,0.2222222222222222,0.2,0.21052631578947367,0.7600000000000002
10,0.6705882352941176,0.3639168719226959,0.16393442622950818,0.4,0.6,0.3,0.4,0.36363636363636365,0.4,0.38095238095238093,0.6100000000000001
