fold,test_auc,test_auc_pr,test_prevalence,test_p_at_k,f75_precision,f75_recall,f75_f1,cal_precision,cal_recall,cal_f1,cal_threshold
1,0.6954986760812003,0.17476059039728983,0.05069124423963134,0.18181818181818182,0.14285714285714285,0.18181818181818182,0.16,0.3333333333333333,0.09090909090909091,0.14285714285714285,0.9500000000000002
2,0.650926743159753,0.1476232006921958,0.05069124423963134,0.18181818181818182,0.16666666666666666,0.2727272727272727,0.20689655172413793,0.125,0.18181818181818182,0.14814814814814814,0.8400000000000002
3,0.8764342453662842,0.3026475127035718,0.05069124423963134,0.45454545454545453,0.23809523809523808,0.45454545454545453,0.3125,0.21739130434782608,0.45454545454545453,0.29411764705882354,0.7000000000000002
4,0.5373786407766991,0.23624396740496348,0.046296296296296294,0.2,0.19047619047619047,0.4,0.25806451612903225,0.18181818181818182,0.4,0.25,0.7200000000000002
5,0.6927184466019418,0.27195117555469217,0.046296296296296294,0.3,0.22727272727272727,0.5,0.3125,0.22727272727272727,0.5,0.3125,0.7600000000000002
6,0.7106796116504854,0.2849983929183841,0.046296296296296294,0.3,0.375,0.3,0.3333333333333333,0.25,0.3,0.2727272727272727,0.6900000000000002
7,0.6669902912621359,0.3037732203101515,0.046296296296296294,0.3,0.0,0.0,0.0,0.2222222222222222,0.2,0.21052631578947367,0.5600000000000002
8,0.8383495145631068,0.27636502865423884,0.046296296296296294,0.2,0.08695652173913043,0.2,0.12121212121212122,0.1111111111111111,0.2,0.14285714285714285,0.8300000000000002
9,0.5810679611650486,0.1993862604329059,0.046296296296296294,0.2,0.1,0.2,0.13333333333333333,0.11764705882352941,0.2,0.14814814814814814,0.8300000000000002
10,0.7597087378640777,0.2232857381711597,0.046296296296296294,0.2,0.14285714285714285,0.3,0.1935483870967742,0.17647058823529413,0.3,0.2222222222222222,0.7900000000000001
