fold,test_auc,test_auc_pr,test_prevalence,test_p_at_k,f75_precision,f75_recall,f75_f1,cal_precision,cal_recall,cal_f1,cal_threshold
1,0.5931156222418358,0.13869679498135284,0.05069124423963134,0.18181818181818182,0.125,0.2727272727272727,0.17142857142857143,0.11538461538461539,0.2727272727272727,0.16216216216216217,0.6900000000000002
2,0.6147396293027361,0.14797040082166893,0.05069124423963134,0.2727272727272727,0.0,0.0,0.0,0.21052631578947367,0.36363636363636365,0.26666666666666666,0.5500000000000002
3,0.8362753751103265,0.3577364776354395,0.05069124423963134,0.36363636363636365,0.2857142857142857,0.36363636363636365,0.32,0.18181818181818182,0.36363636363636365,0.24242424242424243,0.6000000000000002
4,0.6339805825242718,0.3176547451807073,0.046296296296296294,0.3,0.2,0.3,0.24,0.21052631578947367,0.4,0.27586206896551724,0.6400000000000001
5,0.8325242718446602,0.2520311337470893,0.046296296296296294,0.4,0.4,0.4,0.4,0.35714285714285715,0.5,0.4166666666666667,0.7100000000000002
6,0.7737864077669903,0.2114777493877368,0.046296296296296294,0.3,0.125,0.3,0.17647058823529413,0.10344827586206896,0.3,0.15384615384615385,0.6300000000000001
7,0.6053398058252427,0.16669274589769795,0.046296296296296294,0.3,0.23076923076923078,0.3,0.2608695652173913,0.09523809523809523,0.4,0.15384615384615385,0.5000000000000001
8,0.8427184466019418,0.2525253646560947,0.046296296296296294,0.2,0.2727272727272727,0.6,0.375,0.24,0.6,0.34285714285714286,0.6200000000000001
9,0.6606796116504854,0.302163392767183,0.046296296296296294,0.2,0.25,0.2,0.2222222222222222,0.25,0.2,0.2222222222222222,0.7700000000000002
10,0.7228155339805824,0.14520046183424948,0.046296296296296294,0.0,0.20833333333333334,0.5,0.29411764705882354,0.20833333333333334,0.5,0.29411764705882354,0.7300000000000002
