fold,test_auc,test_auc_pr,test_prevalence,test_p_at_k,f75_precision,f75_recall,f75_f1,cal_precision,cal_recall,cal_f1,cal_threshold
1,0.8658008658008658,0.7319748433384798,0.34375,0.7272727272727273,0.7,0.6363636363636364,0.6666666666666666,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.5600000000000002
2,0.5974025974025975,0.44789698937426214,0.34375,0.45454545454545453,0.5714285714285714,0.36363636363636365,0.4444444444444444,0.4166666666666667,0.45454545454545453,0.43478260869565216,0.5500000000000002
3,0.8571428571428571,0.8186512168183723,0.34375,0.8181818181818182,0.7777777777777778,0.6363636363636364,0.7,0.6428571428571429,0.8181818181818182,0.72,0.5000000000000001
4,0.8738095238095238,0.7548484848484849,0.3225806451612903,0.7,0.5294117647058824,0.9,0.6666666666666666,0.42857142857142855,0.9,0.5806451612903226,0.24000000000000005
5,0.7904761904761906,0.6660351966873707,0.3225806451612903,0.7,0.625,0.5,0.5555555555555556,0.6666666666666666,0.6,0.631578947368421,0.30000000000000004
6,0.8571428571428572,0.7537554112554112,0.3225806451612903,0.6,0.6666666666666666,0.8,0.7272727272727273,0.6,0.9,0.72,0.45000000000000007
7,0.68,0.5863640345162083,0.3333333333333333,0.6,0.625,0.5,0.5555555555555556,0.625,0.5,0.5555555555555556,0.42000000000000004
8,0.7975,0.6814880952380952,0.3333333333333333,0.6,0.5333333333333333,0.8,0.64,0.5625,0.9,0.6923076923076923,0.5800000000000002
9,0.7050000000000001,0.6754329004329004,0.3333333333333333,0.6,0.75,0.6,0.6666666666666666,0.46153846153846156,0.6,0.5217391304347826,0.5600000000000002
10,0.67,0.5386672151378034,0.3333333333333333,0.4,0.5,0.3,0.375,0.46153846153846156,0.6,0.5217391304347826,0.5600000000000002
