fold,test_auc,test_auc_pr,test_prevalence,test_p_at_k,f75_precision,f75_recall,f75_f1,cal_precision,cal_recall,cal_f1,cal_threshold
1,0.6480141218005296,0.0629868810230791,0.02091254752851711,0.09090909090909091,0.045454545454545456,0.09090909090909091,0.06060606060606061,0.03125,0.09090909090909091,0.046511627906976744,0.6700000000000002
2,0.7027360988526037,0.055113415203389554,0.02091254752851711,0.09090909090909091,0.05,0.09090909090909091,0.06451612903225806,0.07692307692307693,0.09090909090909091,0.08333333333333333,0.8600000000000002
3,0.8485436893203884,0.31392869171926663,0.02091254752851711,0.36363636363636365,0.17857142857142858,0.45454545454545453,0.2564102564102564,0.14705882352941177,0.45454545454545453,0.2222222222222222,0.7000000000000002
4,0.6064077669902913,0.1278388621746801,0.01904761904761905,0.1,0.05263157894736842,0.1,0.06896551724137931,0.045454545454545456,0.1,0.0625,0.7400000000000002
5,0.7124271844660194,0.14180868663033402,0.01904761904761905,0.2,0.12,0.3,0.17142857142857143,0.2222222222222222,0.2,0.21052631578947367,0.9400000000000002
6,0.7130097087378641,0.07549053092161348,0.01904761904761905,0.2,0.08695652173913043,0.2,0.12121212121212122,0.08,0.2,0.11428571428571428,0.7400000000000002
7,0.7854368932038835,0.07044417246009838,0.01904761904761905,0.1,0.07142857142857142,0.1,0.08333333333333333,0.0,0.0,0.0,0.8600000000000002
8,0.6714563106796116,0.17479033546221584,0.01904761904761905,0.2,0.1,0.2,0.13333333333333333,0.125,0.2,0.15384615384615385,0.7900000000000001
9,0.5955339805825243,0.15727589553710253,0.01904761904761905,0.1,0.25,0.1,0.14285714285714285,0.1111111111111111,0.1,0.10526315789473684,0.6400000000000001
10,0.5533980582524272,0.16524060616705988,0.01904761904761905,0.2,0.13636363636363635,0.3,0.1875,0.3333333333333333,0.1,0.15384615384615385,0.9100000000000003
