fold,test_auc,test_auc_pr,test_prevalence,test_p_at_k,f75_precision,f75_recall,f75_f1,cal_precision,cal_recall,cal_f1,cal_threshold
1,0.7272727272727273,0.7650430674494846,0.5,0.6363636363636364,0.5833333333333334,0.6363636363636364,0.6086956521739131,0.6153846153846154,0.7272727272727273,0.6666666666666666,0.5000000000000001
2,0.7355371900826446,0.791543424677396,0.5,0.6363636363636364,0.5555555555555556,0.45454545454545453,0.5,0.6363636363636364,0.6363636363636364,0.6363636363636364,0.4100000000000001
3,0.8760330578512396,0.9139249639249639,0.5,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.6923076923076923,0.8181818181818182,0.75,0.08000000000000002
4,0.88,0.8850324675324674,0.5,0.8,0.7777777777777778,0.7,0.7368421052631579,0.625,1.0,0.7692307692307693,0.5100000000000001
5,0.5900000000000001,0.6083574320416425,0.5,0.6,0.5454545454545454,0.6,0.5714285714285714,0.5,0.6,0.5454545454545454,0.39000000000000007
6,0.92,0.9229292929292929,0.5,0.8,0.8181818181818182,0.9,0.8571428571428571,0.8333333333333334,1.0,0.9090909090909091,0.33
7,0.8,0.8342748917748917,0.5,0.7,0.7777777777777778,0.7,0.7368421052631579,0.7,0.7,0.7,0.05
8,0.8800000000000001,0.8942600373482728,0.5,0.9,0.8181818181818182,0.9,0.8571428571428571,0.6923076923076923,0.9,0.782608695652174,0.49000000000000005
9,0.73,0.6809523809523809,0.5,0.7,0.6363636363636364,0.7,0.6666666666666666,0.6153846153846154,0.8,0.6956521739130435,0.5200000000000001
10,0.69,0.6774367299367299,0.5,0.6,0.6,0.6,0.6,0.6428571428571429,0.9,0.75,0.5600000000000002
