fold,test_accuracy,test_precision,test_recall,test_f_1,test_FPR,test_FNR,test_auc,test_auc_pr,test_prevalence,test_auc_pr_lift,test_p_at_k,test_r_at_k
1,0.9577316881071147,0.9867256637168141,0.5853018372703412,0.7347611202635914,0.0008751458576429405,0.4146981627296588,0.9252316877834845,0.8159989129187804,0.10002625360987136,8.157847399757571,0.7454068241469817,0.7454068241469817
2,0.9598319768968233,0.9871794871794872,0.6062992125984252,0.751219512195122,0.0008751458576429405,0.3937007874015748,0.9664297724161376,0.8899837687798818,0.10002625360987136,8.897501772395197,0.8188976377952756,0.8188976377952756
3,0.959296218487395,0.9631147540983607,0.6167979002624672,0.752,0.0026262036766851473,0.38320209973753283,0.9402774171757857,0.8420381512807381,0.10005252100840337,8.41596136503163,0.7690288713910761,0.7690288713910761
4,0.9634978991596639,0.9801587301587301,0.6482939632545932,0.7804107424960506,0.0014590020426028597,0.35170603674540685,0.9505585948240274,0.8688551204416257,0.10005252100840337,8.683990285148846,0.7900262467191601,0.7900262467191601
5,0.960609243697479,0.979253112033195,0.6194225721784777,0.7588424437299035,0.0014590020426028597,0.3805774278215223,0.9546893704233862,0.8723849977341603,0.10005252100840337,8.719270528534599,0.800524934383202,0.800524934383202
6,0.9558823529411765,0.9650655021834061,0.5800524934383202,0.7245901639344262,0.0023344032681645753,0.4199475065616798,0.9476233584312319,0.8225938915683472,0.10005252100840337,8.221620837512509,0.7480314960629921,0.7480314960629921
7,0.9637605042016807,0.9879518072289156,0.6456692913385826,0.780952380952381,0.0008754012255617158,0.3543307086614173,0.953462047182824,0.860142912819734,0.10005252100840337,8.596913942303273,0.7821522309711286,0.7821522309711286
8,0.9634978991596639,0.9618320610687023,0.6614173228346457,0.7838258164852255,0.0029180040852057193,0.33858267716535434,0.963339605893296,0.8693772553500982,0.10005252100840337,8.68920889336791,0.800524934383202,0.800524934383202
9,0.9603362227475702,0.9711934156378601,0.6210526315789474,0.7576243980738363,0.0020426028596440037,0.37894736842105264,0.9459854406954065,0.8530221912673452,0.09981612818492251,8.545935479354693,0.781578947368421,0.781578947368421
10,0.9577094825321776,0.9699570815450643,0.5947368421052631,0.7373572593800979,0.0020426028596440037,0.4052631578947368,0.9413534931580484,0.8089583436011705,0.09981612818492251,8.104485300235936,0.75,0.75
