fold,test_accuracy,test_precision,test_recall,test_f_1,test_FPR,test_FNR,test_auc,test_auc_pr,test_prevalence,test_auc_pr_lift,test_p_at_k,test_r_at_k
1,0.9618047266650752,0.982532751091703,0.5905511811023622,0.7377049180327869,0.0010504201680672268,0.4094488188976378,0.9309193657778071,0.8276667566882816,0.09095249462878968,9.099989616186908,0.7532808398950132,0.7532808398950132
2,0.9656242539985677,0.979757085020243,0.6351706036745407,0.7707006369426752,0.0013130252100840337,0.3648293963254593,0.9645014501863738,0.8870743707776818,0.09095249462878968,9.753161520177715,0.8162729658792651,0.8162729658792651
3,0.9594175220816424,0.9606986899563319,0.5774278215223098,0.7213114754098361,0.0023634453781512603,0.4225721784776903,0.9313601424821897,0.8099973231162938,0.09095249462878968,8.905718599827178,0.7375328083989501,0.7375328083989501
4,0.9639532107901647,0.9637096774193549,0.6272965879265092,0.7599364069952306,0.0023634453781512603,0.37270341207349084,0.9504407077791746,0.8357576864819168,0.09095249462878968,9.188947371844488,0.7690288713910761,0.7690288713910761
5,0.9651468130818811,0.9681274900398407,0.6377952755905512,0.7689873417721519,0.0021008403361344537,0.36220472440944884,0.9551059104744261,0.8621488958112924,0.09095249462878968,9.479112137935706,0.7952755905511811,0.7952755905511811
6,0.9603724039150155,0.9777777777777777,0.5774278215223098,0.7260726072607261,0.0013130252100840337,0.4225721784776903,0.956932083857165,0.8587523954886633,0.09095249462878968,9.441768463784806,0.7690288713910761,0.7690288713910761
7,0.9658629744569109,0.9576923076923077,0.6535433070866141,0.7769110764430577,0.002888655462184874,0.3464566929133858,0.9572891164339751,0.8453257698482654,0.09095249462878968,9.294146062714917,0.7821522309711286,0.7821522309711286
8,0.9670565767486273,0.9802371541501976,0.6509186351706037,0.7823343848580442,0.0013130252100840337,0.34908136482939633,0.9668635170603674,0.8849368946892514,0.09095249462878968,9.729660503551901,0.7979002624671916,0.7979002624671916
9,0.9663323782234957,0.9799196787148594,0.6421052631578947,0.7758346581875993,0.0013130252100840337,0.35789473684210527,0.9503828505086246,0.8581303222685785,0.09073543457497613,9.457499446475808,0.781578947368421,0.781578947368421
10,0.9598853868194842,0.9774774774774775,0.5710526315789474,0.7209302325581395,0.0013130252100840337,0.42894736842105263,0.9272784442724458,0.816447757647213,0.09073543457497613,8.998113707964547,0.7447368421052631,0.7447368421052631
