fold,test_accuracy,test_precision,test_recall,test_f_1,test_FPR,test_FNR,test_auc,test_auc_pr,test_prevalence,test_auc_pr_lift,test_p_at_k,test_r_at_k
1,0.9494584837545126,0.970954356846473,0.6141732283464567,0.752411575562701,0.002625656414103526,0.3858267716535433,0.9320115461936351,0.8451242310334641,0.12504102395799147,6.75877567443298,0.7795275590551181,0.7795275590551181
2,0.956350508697079,0.9592592592592593,0.6797900262467191,0.7956989247311828,0.004126031507876969,0.32020997375328086,0.9670311278607053,0.8900288757513156,0.12504102395799147,7.117894972215902,0.8162729658792651,0.8162729658792651
3,0.951427633738103,0.9794238683127572,0.6246719160104987,0.7628205128205128,0.0018754688672168042,0.3753280839895013,0.9580136175776228,0.8835694485105351,0.12504102395799147,7.066236508166931,0.7952755905511811,0.7952755905511811
4,0.9560223170331473,0.9731800766283525,0.6666666666666666,0.7912772585669782,0.002625656414103526,0.3333333333333333,0.9547278551921445,0.8672176881878668,0.12504102395799147,6.93546534359168,0.8110236220472441,0.8110236220472441
5,0.9560223170331473,0.980544747081712,0.6614173228346457,0.7899686520376176,0.0018754688672168042,0.33858267716535434,0.9546018394362371,0.8940766547567461,0.12504102395799147,7.150266580167469,0.8241469816272966,0.8241469816272966
6,0.9455201837873318,0.9777777777777777,0.5774278215223098,0.7260726072607261,0.0018754688672168042,0.4225721784776903,0.956847479586432,0.8738337169192727,0.12504102395799147,6.988376208538121,0.7874015748031497,0.7874015748031497
7,0.9566644780039396,0.9806949806949807,0.6666666666666666,0.79375,0.001876172607879925,0.3333333333333333,0.9555539141097045,0.8877131836418395,0.12508207485226527,7.097045557409562,0.8083989501312336,0.8083989501312336
8,0.9520682862770847,0.9571984435797666,0.6456692913385826,0.7711598746081505,0.004127579737335835,0.3543307086614173,0.9588497732342557,0.8798745869008642,0.12508207485226527,7.034377930971213,0.8162729658792651,0.8162729658792651
9,0.9530377668308703,0.979757085020243,0.6368421052631579,0.7719298245614035,0.001876172607879925,0.3631578947368421,0.9498953293176656,0.8765019657389742,0.12479474548440066,7.023548646513622,0.7894736842105263,0.7894736842105263
10,0.9566502463054187,0.9920634920634921,0.6578947368421053,0.7911392405063291,0.00075046904315197,0.34210526315789475,0.9321793226029428,0.8543657991876941,0.12479474548440066,6.846168048754022,0.7657894736842106,0.7657894736842106
