fold,test_accuracy,test_precision,test_recall,test_f_1,test_FPR,test_FNR,test_auc,test_auc_pr,test_prevalence,test_auc_pr_lift,test_p_at_k,test_r_at_k
1,0.9173228346456693,0.9704797047970479,0.6902887139107612,0.8067484662576687,0.00699912510936133,0.30971128608923887,0.9442308884617769,0.9053276583364004,0.25,3.6213106333456015,0.8267716535433071,0.8267716535433071
2,0.9396325459317585,0.9800664451827242,0.7742782152230971,0.8651026392961877,0.005249343832020997,0.22572178477690288,0.9691400123540987,0.9479722187702622,0.25,3.7918888750810487,0.8818897637795275,0.8818897637795275
3,0.9238845144356955,0.9783393501805054,0.7112860892388452,0.8237082066869301,0.005249343832020997,0.2887139107611549,0.9587239915220572,0.9251460957601276,0.25,3.7005843830405105,0.8556430446194225,0.8556430446194225
4,0.9238845144356955,0.9681978798586572,0.7191601049868767,0.8253012048192772,0.007874015748031496,0.28083989501312334,0.9459772252877839,0.9144625949684477,0.25,3.657850379873791,0.8346456692913385,0.8346456692913385
5,0.9389363099146422,0.9736842105263158,0.7769028871391076,0.8642335766423358,0.0070052539404553416,0.2230971128608924,0.9633051560323787,0.9383333378113861,0.25016414970453055,3.750870534085934,0.863517060367454,0.863517060367454
6,0.9205515430072226,0.9710144927536232,0.7034120734908137,0.8158295281582952,0.0070052539404553416,0.29658792650918636,0.9598898649052406,0.9321039684218018,0.25016414970453055,3.7259694065784883,0.8530183727034121,0.8530183727034121
7,0.9297439264609324,0.9790209790209791,0.7349081364829396,0.8395802098950524,0.005253940455341506,0.2650918635170604,0.9696117232281166,0.939396657652328,0.25016414970453055,3.7551210225839777,0.863517060367454,0.863517060367454
8,0.9317137229152987,0.9726962457337884,0.7480314960629921,0.8456973293768546,0.0070052539404553416,0.25196850393700787,0.9711401004821858,0.942211521121481,0.25016414970453055,3.766373088367495,0.8818897637795275,0.8818897637795275
9,0.9290407358738502,0.9963503649635036,0.718421052631579,0.8348623853211009,0.0008756567425569177,0.28157894736842104,0.9613420591759609,0.9368484226186089,0.24967148488830487,3.752324471646112,0.8526315789473684,0.8526315789473684
10,0.9250985545335085,0.9554794520547946,0.7342105263157894,0.8303571428571429,0.01138353765323993,0.2657894736842105,0.9520543368052354,0.9088458336623787,0.24967148488830487,3.6401667337740533,0.8210526315789474,0.8210526315789474
